,kind,link,name,pitch,joined,location,market,size,stage,raised,website
158,Startup,https://angel.co/company/i-human-patients,i-Human Patients,"
",Mar ’16,Sunnyvale,Education Technology,11-50,Series A,"$2,000,000",i-human.com
159,Startup,https://angel.co/company/yosi,Yosi,"
Digital patient engagement platform 
",Apr ’15,New York City,Mobile Health,1-10,Pre-Seed,"$1,250,000",yosicare.com
160,Startup,https://angel.co/company/doctorbase-acquired-by-kareo,DoctorBase (acquired by Kareo),"
Patient Engagement Software
",Dec ’10,San Francisco,Heathcare,11-50,Seed,"$1,000,000",DoctorBase.com
161,Startup,https://angel.co/company/datagenno,DataGenno,"
Portal for health care professionals and patients
",Mar ’11,Chicago,Pharmaceuticals,1-10,Seed,"$600,000",datagenno.com
162,Startup,https://angel.co/company/sickweather,Sickweather,"
Waze for sickness
",Nov ’11,Baltimore,Mobile Health,1-10,Seed,"$870,000",sickweather.com
163,Startup,https://angel.co/company/improve,Improve,"
Online Marketplace for Fitness & Tennis Training
",Nov ’11,Austin,Fitness,11-50,Seed,"$650,000",fitnesstrainer.com
164,Startup,https://angel.co/company/umbie-dentalcare,Umbie DentalCare,"
We deliver office management, practice accountability,  and patient engagement solutions
",Nov ’11,East Hartford,Mobile Health,1-10,-,"$685,000",umbiedentalcare.com
165,Startup,https://angel.co/company/clickcare,ClickCare,"
Simple, secure, spectacular hybrid store and forward telemedicine
",Mar ’12,Binghamton,mHealth,1-10,Seed,"$500,000",clickcare.com
166,Startup,https://angel.co/company/rimidi,Rimidi,"
Data analytics software for diabetes
",May ’12,Atlanta,Predictive Analytics,1-10,,"$910,000",rimidi.com
167,Startup,https://angel.co/company/sweatguru,SweatGuru,"
Bringing people together around fitness 
",Oct ’12,San Francisco,Fitness,1-10,Seed,"$500,000",sweatguru.com
168,Startup,https://angel.co/company/klinify,klinify,"
Digital Medical Assistant 
",Feb ’13,Singapore,Mobile Health,11-50,Acquired,"$605,000",klinify.com
169,Startup,https://angel.co/company/meludia,Meludia,"
Musical Brain Training
",Aug ’13,Paris,Music Education,11-50,Seed,"$888,350",meludia.com
170,Startup,https://angel.co/company/you-app,Fifth Corner Inc.,"
Wellbeing and performance coaching for modern organizations
",Mar ’13,Helsinki,B2B,1-10,Seed,"$550,000",fifthcornerinc.com
171,Startup,https://angel.co/company/image32,image32,"
A disruptive approach to medical image sharing
",Mar ’13,Menlo Park,Cloud Computing,1-10,Acquired,"$600,000",image32.com
172,Startup,https://angel.co/company/seratis,Seratis,"
Team transparency platform enabling care coordination for healthcare providers
",Apr ’13,Boston,Communications Infrastructure,1-10,Acquired,"$890,000",seratis.com
173,Startup,https://angel.co/company/protocolsioplatform,protocols.io,"
The #1 platform for designing and publishing science methods
",Apr ’13,Berkeley,Biotechnology,11-50,Seed,"$780,000",protocols.io
174,Startup,https://angel.co/company/luminate-health,Luminate Health,"
Helping patients access and understand their lab results
",Feb ’15,San Mateo,Digital Health,1-10,Seed,"$1,000,000",luminatehealth.com
175,Startup,https://angel.co/company/biogeniq-1,BIOGENIQ,"
Provide personalized medicine ecosystem
",Sep ’13,Montreal,Nutrition,1-10,Seed,"$980,000",BIOGENIQ.ca
176,Startup,https://angel.co/company/zendyhealth,ZendyHealth,"
Affordable health and dental care, made easy
",Oct ’13,Los Angeles,Finance Technology,1-10,Seed,"$1,000,000",zendyhealth.com
177,Startup,https://angel.co/company/myhint,myHINT,"
A tool to increase insurance sales
",Nov ’13,New Brunswick,Health and Insurance,1-10,Seed,"$600,000",myhint.co
178,Startup,https://angel.co/company/cognitive-medical-systems,Cognitive Medical Systems,"
Real-time clinical decision support
",Feb ’14,San Diego,Defense,11-50,,"$610,000",cognitivemedicine.com
179,Startup,https://angel.co/company/special-learning-inc,"Special Learning, Inc.","
We educate educators and parents on how to successfully teach kids with Autism
",Feb ’15,Chicago,K-12 Education,11-50,Seed,"$575,000",special-learning.com
180,Startup,https://angel.co/company/mybesthelper,myBestHelper,"
Find great child, elder and home care - people helping people :)
",Oct ’12,North America,Families,1-10,Seed,"$375,000",mybesthelper.com
181,Startup,https://angel.co/company/kernel-1,kernel,"
intelligent mobile software for Life Sciences
",Dec ’12,Remote,Mobile Health,11-50,,"$155,000",gokernel.com
182,Startup,https://angel.co/company/speechtrans-1,SpeechTrans,"
World's Most Advanced Language Translator
",Mar ’12,Lyndhurst,SaaS,11-50,Seed,"$320,000",speechtrans.com
183,Startup,https://angel.co/company/gipis,Gipis,"
Personal training plans for runners
",Apr ’12,-,Fitness,1-10,Seed,"$300,000",gip.is
184,Startup,https://angel.co/company/evinance,Evinance,"
Personalized Decision Support for Doctors and Patients
",Aug ’12,Montreal,Personal Health,1-10,Acquired,"$392,000",evinance.com
185,Startup,https://angel.co/company/prx-control-solutions,PRX Control Solutions,"
Reducing healthcare waste and helping patients understand their Meds
",Sep ’12,Miami,Health and Insurance,1-10,,"$150,000",prxcontrolsolutions.com
186,Startup,https://angel.co/company/vetcloud,VetCloud,"
Using data to transform animal healthcare
",Sep ’12,London,Cloud Management,1-10,Seed,"$400,000",vetcloud.co
187,Startup,https://angel.co/company/medko,Medko,"
The World's Doctor-Patient Marketplace
",Oct ’12,San Francisco,Doctors,1-10,Seed,"$250,000",medkohealth.com
188,Startup,https://angel.co/company/qudini,Qudini,"
Customer Experience Management Software for service based businesses
",Jan ’13,London,Restaurants,1-10,,"£313,952",qudini.com
189,Startup,https://angel.co/company/stillwater-supercomputing,Stillwater Supercomputing,"
Personalized medicine platform
",Nov ’12,San Jose,Bioinformatics,11-50,-,"$250,000",stillwater-sc.com
190,Startup,https://angel.co/company/etobb,eTobb,"
Interactive health platform connecting patients & doctors
",Dec ’12,Beirut,Mobile Health,11-50,Seed,"$326,500",etobb.com
191,Startup,https://angel.co/company/recovering-me,Recovering(me),"
Khan Academy meets addiction treatment
",Jan ’13,Lexington,Digital Media,1-10,Seed,"$180,000",recoveringme.com
192,Startup,https://angel.co/company/birdhouse,Birdhouse Health,"
Technology, resources & support for the developmental disabilities community
",Jan ’14,Michigan,Mobile Health,1-10,Acquired,"$500,000",birdhousehq.com
193,Startup,https://angel.co/company/carevium-solutions-for-senior-living,Carevium - Solutions for Senior Living,"
Empowering senior facilities, care givers and families
",Sep ’13,Santa Clara,Elder Care,1-10,Seed,"$400,000",carevium.com
194,Startup,https://angel.co/company/aries-tco-1,Aries TCO,"
WE HELP YOU GO FROM TECH IDEA TO TECH STARTUP
",Oct ’13,Palm Beach Gardens,Small and Medium Businesses,1-10,Series A,"$360,000",ariestco.com
195,Startup,https://angel.co/company/tag-bio,Tag.bio,"
DIY data science in healthtech
",Sep ’14,San Francisco,Big Data Analytics,1-10,Seed,"$250,000",tag.bio
196,Startup,https://angel.co/company/sportconnect,SportConnect,"
Engagement platform for sports influencers
",Aug ’15,Palo Alto,Mobile Commerce,1-10,Seed,"$300,000",sportconnect.com
197,Startup,https://angel.co/company/covalentcareers,CovalentCareers,"
Career development for healthcare professionals
",Mar ’15,San Diego,Human Resources,11-50,Seed,"$200,000",covalentcareers.com
198,Startup,https://angel.co/company/navialifecare,Navia Life Care,"
AI-enabled voice assistant for doctors
",Sep ’15,Delhi,Mobile Health,11-50,Seed,"$160,000",navialifecare.com
199,Startup,https://angel.co/company/gomotive-1,GoMotive,"
Revolutionizing Rehab and Training
",Dec ’15,Seattle,Fitness,1-10,Seed,"$225,000",gomotive.com
200,Startup,https://angel.co/company/acrinta,Acrinta,"
Employee Wellness: Making it easier to live better
",Apr ’12,Pittsburgh,Corporate Wellness,1-10,Seed,"$130,000",acrinta.com
201,Startup,https://angel.co/company/infometers,Infometers,"
aggregates patient monitoring data, provides a standardized platform
",Apr ’12,Sunnyvale,Mobile Health,1-10,Acquired,"$50,000",Infometers.com
202,Startup,https://angel.co/company/i-deed-it,I Deed It,"
creative platform for employee engagement
",Jan ’13,Sofia,Human Resources,1-10,Seed,"$95,000",ideedit.com
203,Startup,https://angel.co/company/gymlife,gymlife,"
A cloud based CRM & training solution for Personal Trainers & Nutritionists
",Dec ’12,Toronto,Fitness,1-10,,"$60,000",gymlife.com
204,Startup,https://angel.co/company/kay-technologies,KAY Technologies,"
Real-Time Human Physiology 
",Mar ’13,Palo Alto,Quantified Self,1-10,Seed,"$50,000",kaytechnologies.co
205,Startup,https://angel.co/company/entrenaya,EntrenaYa,"
Access to any class at any gym, paying for visit, or a flexible monthly subscription
",Apr ’13,Buenos Aires Province,Fitness,1-10,Seed,"$50,000",entrenaya.com
206,Startup,https://angel.co/company/clicky-2,Clickypass,"
Clickypass is a membership program for fitness classes and activities
",Feb ’14,Miami,Fitness,11-50,Seed,"$125,000",clickpass.com
207,Startup,https://angel.co/company/ifity-net,iFity.net,"
FaaS (Fitness As A Service)
",Nov ’13,Los Altos,Fitness,1-10,,"$90,000",ifity.net
208,Startup,https://angel.co/company/lynxfit,LynxFit (Pivot),"
EXPERT & DATA DRIVEN FITNESS
",Oct ’13,Washington DC,Fitness,1-10,Seed,"$70,000",lynxfit.com
209,Startup,https://angel.co/company/dravailable-1,DrAvailable,"
Rapid, Efficient access to Physicians 
",Nov ’13,New York City,Doctors,1-10,Seed,"$100,000",dravailable.com
210,Startup,https://angel.co/company/medpac-technologies,MedPAC Technologies,"
Web/mobile applications for Long-term and Post Acute Care
",Sep ’14,New Albany,Hospitals,1-10,Seed,"$100,000",medpactech.com
211,Startup,https://angel.co/company/nuvenote,Nuvenote,"
Intuitive appointment notes for doctors
",Feb ’14,Paris,Mobile Health,1-10,Seed,"$50,000",nuvenote.com
212,Startup,https://angel.co/company/booking-social,Booking Social,"
Appointment Management Software for any Industry(Platform for appointments)
",Feb ’14,Chicago,Restaurants,1-10,Seed,"$50,000",bookingsocial.com
213,Startup,https://angel.co/company/runform-com,RUNform.com,"
Automatic video analyses of people in motion using just your smartphone
",Apr ’14,Europe,Fitness,1-10,Seed,"$50,000",runform.com
214,Startup,https://angel.co/company/personal-chef-approach,Personal Chef Approach,"
Eat Healthy, Wealthy, & Wise
",Feb ’14,Los Angeles,Lifestyle,1-10,Seed,"$80,000",PersonalChefApproach.com
215,Startup,https://angel.co/company/kuveda,Kuveda,"
Big Data Analytics for Cancer Therapeutics
",May ’14,San Jose,Therapeutics,1-10,Seed,"$70,000",kuveda.com
216,Startup,https://angel.co/company/doctordice-com,Docademic.com,"
Global collaborative communications system exclusively for Doctors
",Sep ’14,Mexico,Doctors,,Seed,"$150,000",Docademic.com
217,Startup,https://angel.co/company/sportly-2,SPORTLY,"
the business booster for fitness professionals
",Feb ’15,Klagenfurt,Fitness,1-10,Closed,"€115,000",sportly.co
218,Startup,https://angel.co/company/epifinder,EpiFinder,"
The Google of Modern Medicine
",Apr ’15,Scottsdale,SaaS,11-50,Seed,"$53,000",epifinder.com
219,Startup,https://angel.co/company/bairo,Bairo,"
Redefining healthcare by data
",Nov ’15,Tampa,SaaS,11-50,Seed,"$125,000",bairocorp.com
220,Startup,https://angel.co/company/dna-guide,DNA Guide,"
Mapping the Genome
",Aug ’11,San Francisco,Bioinformatics,1-10,Seed,"$25,000",dnaguide.com
221,Startup,https://angel.co/company/treatspace,Treatspace,"
Enterprise health networks for practices and hospitals
",Feb ’14,Pittsburgh,Mobile Health,1-10,Seed,"$25,000",treatspace.com
222,Startup,https://angel.co/company/visiotech-solutions-1,VisioTech Solutions,"
Smartphone Healthcare
",Mar ’13,Bahawalpur,SaaS,1-10,Seed,"$10,000",cloud.visiotechsolutions.com
223,Startup,https://angel.co/company/hcprtc-telehealth-networks,HCPRTC - Telehealth Networks,"
THE FUTURE OF HEALTHCARE DELIVERY AND  WORKFORCE GROUP COLLABORATION
",May ’13,San Francisco,Real Time,1-10,Seed,"$35,000",HCPRTC.COM
224,Startup,https://angel.co/company/rippedathlete,RippedAthlete,"
Custom Weekly Meal Plans and Shopping Lists
",Mar ’13,New York City,Fitness,1-10,Seed,"$10,000",rippedathlete.com
225,Startup,https://angel.co/company/preferral,Preferral,"
Streamlined, Appropriate Referral Scheduling
",Mar ’13,Nashville,SaaS,1-10,Seed,"$23,000",WorkMeIn.com
226,Startup,https://angel.co/company/surgery-academy,Surgery Academy,"
Twitch.tv for surgery
",Feb ’14,Milan,Augmented Reality,1-10,,"€26,500",surgeryacademy.it
227,Startup,https://angel.co/company/collabobeat,Collabobeat,"
Slack for doctors and their patients, in Oncology
",Sep ’13,Fermo,Mobile Health,1-10,Seed,"$25,000",collabobeat.com
228,Startup,https://angel.co/company/simplifit,SimpliFit,"
Weight Loss for the 21st Century
",Nov ’13,San Francisco,Fitness,1-10,Seed,"$20,000",getSimpliFit.com
229,Startup,https://angel.co/company/referme-health,ReferMe Health,"
Kayak for Medical Procedures
",Nov ’13,San Francisco,Comparison Shopping,1-10,,"$15,000",refermehealth.com
230,Startup,https://angel.co/company/geocatchup,Geocatchup,"
Combination of Eventbrite and Facebook
",Mar ’14,Cambridge,Fitness,1-10,,"$5,000",geocatchup.com
231,Startup,https://angel.co/company/acorales,Acorales,"
Fitness and Health
",Jan ’14,Irvine,Fitness,1-10,Seed,"$10,000",Wandri.com
232,Startup,https://angel.co/company/trinnect,Trinnect,"
Enjoy good health in India
",Jul ’15,Espoo,Mobile Health,1-10,Seed,"$25,000",trinnect.fi
233,,,,,,,,,,,
234,Startup,https://angel.co/company/drchrono,DrChrono,"
On a mission to fix healthcare
",Feb ’11,Sunnyvale,Medical Devices,51-200,Series A,"$48,725,000",drchrono.com
235,Startup,https://angel.co/company/seamless-medical-systems,Seamless Medical Systems,"
iPad patient registration and health information platform for use in medical practices
",Aug ’11,Santa Fe,Healthcare,1-10,-,"$3,000,000",seamlessmedical.com
236,Startup,https://angel.co/company/fit3d,Fit3D,"
Using 3D scanners, resulting data, and predictive AI solutions to solve massive problems
",Feb ’13,San Mateo,Fitness,11-50,Seed,"$5,390,000",fit3d.com
237,Startup,https://angel.co/company/wildflower-health,Wildflower Health,"
Mobile programs that make healthcare smarter
",Dec ’12,San Francisco,Mobile Health,11-50,Series B,"$5,100,000",wildflowerhealth.com
238,Startup,https://angel.co/company/medicast,Medicast,"
Care on-demand platform for hospitals and health systems (ACQUIRED)
",Feb ’13,Silicon Valley,Mobile Health,1-10,Acquired,"$1,940,000",medicast.com
239,Startup,https://angel.co/company/opencare,Opencare.com,"
Find a top-rated dentist in minutes
",Apr ’13,San Francisco,Online Reservations,11-50,Seed,"$24,550,000",opencare.com
240,Startup,https://angel.co/company/acupera,Acupera,"
Population Health Platform
",Mar ’13,San Francisco,Health Care Information Technology,11-50,Series A,"$4,000,000",acupera.com
241,Startup,https://angel.co/company/act-md,Activate Care,"
It takes a community
",Aug ’14,Boston,Health Care Information Technology,11-50,Series A,"$8,400,000",activatecare.com
242,Startup,https://angel.co/company/wecounsel,WeCounsel,"
Telemedicine Software Service With An Emphasis In Mental Health
",May ’13,Chattanooga,Mental Health,1-10,Series A,"$4,400,000",wecounsel.com
243,Startup,https://angel.co/company/kannact,Kannact,"
Enterprise solution for home based patient monitoring and patient engagement
",Jun ’13,Portland,Mobile Health,1-10,,"$166,500,000",kannact.com
244,Startup,https://angel.co/company/rise-2,Rise,"
Affordable & effective 1:1 nutrition coaching
",Oct ’13,San Francisco,,1-10,Acquired,"$2,300,000",rise.us
245,Startup,https://angel.co/company/goodmouth,GoodMouth,"
Oral Care. Delivered
",Jun ’14,New York City,Subscription Businesses,1-10,Seed,"$1,005,000",goodmouth.com
246,Startup,https://angel.co/company/8fit,8fit,"
Building healthy habits for life
",Feb ’14,Berlin,Fitness,51-200,Series A,"$9,500,000",8fit.com
247,Startup,https://angel.co/company/limelight-health,Limelight Health,"
Underwriting & Rating platform for the Employee Benefits Industry
",Mar ’14,Des Moines,Insurance,51-200,Series B,"$44,210,000",limelighthealth.com
248,Startup,https://angel.co/company/buoyhealth,Buoy Health,"
Take the guesswork out of health care
",May ’14,Boston,Mobile Health,51-200,,"$9,100,000",buoyhealth.com
249,Startup,https://angel.co/company/i-human-patients,i-Human Patients,"
",Mar ’16,Sunnyvale,Education Technology,11-50,Series A,"$2,000,000",i-human.com
250,Startup,https://angel.co/company/docsapp,DocsApp,"
Making quality healthcare easily accessible to over a billion people! 
",Oct ’15,Bengaluru,Artificial Intelligence,201-500,Series A,"$8,400,000",docsapp.in
251,Startup,https://angel.co/company/chai,Chai,"
A biological testing lab on your desktop
",Dec ’14,Santa Clara,Medical Devices,11-50,Seed,"$5,000,000",chaibio.com
252,Startup,https://angel.co/company/careskore-1,CareSkore,"
Personalized Population Health Management
",Jan ’15,San Francisco,Predictive Analytics,11-50,Seed,"$4,300,000",careskore.com
253,Startup,https://angel.co/company/aira,Aira,"
Visual Interpreter
",May ’15,San Diego,Assisitive Technology,11-50,Seed,"$4,080,000",aira.io
254,Startup,https://angel.co/company/doctorbase-acquired-by-kareo,DoctorBase (acquired by Kareo),"
Patient Engagement Software
",Dec ’10,San Francisco,Heathcare,11-50,Seed,"$1,000,000",DoctorBase.com
255,Startup,https://angel.co/company/datagenno,DataGenno,"
Portal for health care professionals and patients
",Mar ’11,Chicago,Pharmaceuticals,1-10,Seed,"$600,000",datagenno.com
256,Startup,https://angel.co/company/sickweather,Sickweather,"
Waze for sickness
",Nov ’11,Baltimore,Mobile Health,1-10,Seed,"$870,000",sickweather.com
257,Startup,https://angel.co/company/speechtrans-1,SpeechTrans,"
World's Most Advanced Language Translator
",Mar ’12,Lyndhurst,SaaS,11-50,Seed,"$320,000",speechtrans.com
258,Startup,https://angel.co/company/rimidi,Rimidi,"
Data analytics software for diabetes
",May ’12,Atlanta,Predictive Analytics,1-10,,"$910,000",rimidi.com
259,Startup,https://angel.co/company/evinance,Evinance,"
Personalized Decision Support for Doctors and Patients
",Aug ’12,Montreal,Personal Health,1-10,Acquired,"$392,000",evinance.com
260,Startup,https://angel.co/company/vetcloud,VetCloud,"
Using data to transform animal healthcare
",Sep ’12,London,Cloud Management,1-10,Seed,"$400,000",vetcloud.co
261,Startup,https://angel.co/company/nursebuddy,NurseBuddy,"
Coordinate healthcare at home
",May ’13,Tampere,Mobile Health,1-10,Seed,"€800,000",nursebuddy.co
262,Startup,https://angel.co/company/medlio,Medlio,"
Medlio alleviates the pain of visiting the doctor
",Feb ’13,Durham,Mobile Payments,1-10,Seed,"$250,000",medl.io
263,Startup,https://angel.co/company/meludia,Meludia,"
Musical Brain Training
",Aug ’13,Paris,Music Education,11-50,Seed,"$888,350",meludia.com
264,Startup,https://angel.co/company/you-app,Fifth Corner Inc.,"
Wellbeing and performance coaching for modern organizations
",Mar ’13,Helsinki,B2B,1-10,Seed,"$550,000",fifthcornerinc.com
265,Startup,https://angel.co/company/image32,image32,"
A disruptive approach to medical image sharing
",Mar ’13,Menlo Park,Cloud Computing,1-10,Acquired,"$600,000",image32.com
266,Startup,https://angel.co/company/luminate-health,Luminate Health,"
Helping patients access and understand their lab results
",Feb ’15,San Mateo,Digital Health,1-10,Seed,"$1,000,000",luminatehealth.com
267,Startup,https://angel.co/company/carevium-solutions-for-senior-living,Carevium - Solutions for Senior Living,"
Empowering senior facilities, care givers and families
",Sep ’13,Santa Clara,Elder Care,1-10,Seed,"$400,000",carevium.com
268,Startup,https://angel.co/company/zendyhealth,ZendyHealth,"
Affordable health and dental care, made easy
",Oct ’13,Los Angeles,Finance Technology,1-10,Seed,"$1,000,000",zendyhealth.com
269,Startup,https://angel.co/company/at-peak-resources,At Peak Resources,"
Digital Health and Wellness
",Nov ’13,New York City,Teenagers,1-10,Seed,"$500,000",atpeaksports.com
270,Startup,https://angel.co/company/tome-software,Tome Software,"
Innovation for the Internet of Things
",Jul ’14,Royal Oak,Corporate Wellness,11-50,Seed,"$250,000",tomesoftware.com
271,Startup,https://angel.co/company/sportconnect,SportConnect,"
Engagement platform for sports influencers
",Aug ’15,Palo Alto,Mobile Commerce,1-10,Seed,"$300,000",sportconnect.com
272,Startup,https://angel.co/company/motispark,MotiSpark,"
Personalized video nudges that keep people motivated
",Apr ’15,Los Angeles,Mental Health,1-10,Seed,"$225,000",MotiSpark.com
273,Startup,https://angel.co/company/gomotive-1,GoMotive,"
Revolutionizing Rehab and Training
",Dec ’15,Seattle,Fitness,1-10,Seed,"$225,000",gomotive.com
274,Startup,https://angel.co/company/acrinta,Acrinta,"
Employee Wellness: Making it easier to live better
",Apr ’12,Pittsburgh,Corporate Wellness,1-10,Seed,"$130,000",acrinta.com
275,Startup,https://angel.co/company/icare-intelligence,iCare Intelligence,"
Healthcare Analytics for Healthplans and ACOs
",Sep ’12,Miami,Risk Management,1-10,Seed,"$100,000",icareintelligence.com
276,Startup,https://angel.co/company/i-deed-it,I Deed It,"
creative platform for employee engagement
",Jan ’13,Sofia,Human Resources,1-10,Seed,"$95,000",ideedit.com
277,Startup,https://angel.co/company/gymlife,gymlife,"
A cloud based CRM & training solution for Personal Trainers & Nutritionists
",Dec ’12,Toronto,Fitness,1-10,,"$60,000",gymlife.com
278,Startup,https://angel.co/company/hcprtc-telehealth-networks,HCPRTC - Telehealth Networks,"
THE FUTURE OF HEALTHCARE DELIVERY AND  WORKFORCE GROUP COLLABORATION
",May ’13,San Francisco,Real Time,1-10,Seed,"$35,000",HCPRTC.COM
279,Startup,https://angel.co/company/wellpepper,Wellpepper,"
Clinically validated mobile care plans and patient reported outcomes
",May ’13,Seattle,Mobile Health,1-10,Seed,"$176,097",wellpepper.com
280,Startup,https://angel.co/company/clicky-2,Clickypass,"
Clickypass is a membership program for fitness classes and activities
",Feb ’14,Miami,Fitness,11-50,Seed,"$125,000",clickpass.com
281,Startup,https://angel.co/company/ifity-net,iFity.net,"
FaaS (Fitness As A Service)
",Nov ’13,Los Altos,Fitness,1-10,,"$90,000",ifity.net
282,Startup,https://angel.co/company/prohealth-mobile,ProHealth Mobile,"
 The Productive HealthCare Cloud
",Aug ’13,Earth,Mobile Health,1-10,Seed,"$27,000",prohealth.mobi
283,Startup,https://angel.co/company/gethealthy-2,GetHealthy,"
Patient engagement software and services powering the Direct Primary Care revolution
",Oct ’13,-,Mobile Health,1-10,Seed,"$200,000",gethealthy.com
284,Startup,https://angel.co/company/collabobeat,Collabobeat,"
Slack for doctors and their patients, in Oncology
",Sep ’13,Fermo,Mobile Health,1-10,Seed,"$25,000",collabobeat.com
285,Startup,https://angel.co/company/swan-sleep-solutions,SWAN Sleep Solutions,"
Corporate Wellness Rests on Sleep
",Dec ’13,Mountain View,Corporate Wellness,1-10,Seed,"$100,000",SwanMedical.com
286,Startup,https://angel.co/company/medpac-technologies,MedPAC Technologies,"
Web/mobile applications for Long-term and Post Acute Care
",Sep ’14,New Albany,Hospitals,1-10,Seed,"$100,000",medpactech.com
287,Startup,https://angel.co/company/nuvenote,Nuvenote,"
Intuitive appointment notes for doctors
",Feb ’14,Paris,Mobile Health,1-10,Seed,"$50,000",nuvenote.com
288,Startup,https://angel.co/company/dochelp,DocHelp,"
Expedia for Healthcare
",May ’16,Seattle,Heathcare,1-10,Seed,"$160,000",DocHelp.com
289,Startup,https://angel.co/company/kuveda,Kuveda,"
Big Data Analytics for Cancer Therapeutics
",May ’14,San Jose,Therapeutics,1-10,Seed,"$70,000",kuveda.com
290,Startup,https://angel.co/company/doctordice-com,Docademic.com,"
Global collaborative communications system exclusively for Doctors
",Sep ’14,Mexico,Doctors,,Seed,"$150,000",Docademic.com
291,Startup,https://angel.co/company/sportly-2,SPORTLY,"
the business booster for fitness professionals
",Feb ’15,Klagenfurt,Fitness,1-10,Closed,"€115,000",sportly.co
292,Startup,https://angel.co/company/bairo,Bairo,"
Redefining healthcare by data
",Nov ’15,Tampa,SaaS,11-50,Seed,"$125,000",bairocorp.com
293,Startup,https://angel.co/company/futbol-fit-club-1,Futbol Fit Club,"
We are Zumba for soccer fans
",Jun ’16,Bogota,Fitness,1-10,Seed,"$70,000",futbolfitclub.com
294,Startup,https://angel.co/company/simplifit,SimpliFit,"
Weight Loss for the 21st Century
",Nov ’13,San Francisco,Fitness,1-10,Seed,"$20,000",getSimpliFit.com
295,Startup,https://angel.co/company/geocatchup,Geocatchup,"
Combination of Eventbrite and Facebook
",Mar ’14,Cambridge,Fitness,1-10,,"$5,000",geocatchup.com
296,,,,,,,,,,,
297,Startup,https://angel.co/company/classpass,ClassPass,"
One app for the best fitness classes
",Jul ’11,Sydney,Fitness,501-1000,Series C,"$84,000,000",classpass.com
298,Startup,https://angel.co/company/fabricgenomics,Fabric Genomics,"
Global healthcare platform for genomics-driven precision medicine, proven AI algorithms
",Jul ’13,Oakland,Bioinformatics,11-50,Series B,"$23,000,000",fabricgenomics.com
299,Startup,https://angel.co/company/cloudprime-quickdrop,CloudPrime QuickDrop™,"
Endpoint Encryption for private delivery of files & application messages
",Jul ’11,San Francisco,Data Security,11-50,Series B,"$2,000,000",quickdropit.com
300,Startup,https://angel.co/company/agilemd,AgileMD,"
EHR-integrated pathways, analytics, and scoring tools
",Mar ’12,San Francisco,Health Care Information Technology,1-10,Seed,"$2,500,000",agilemd.com
301,Startup,https://angel.co/company/lark-3,Lark,"
Lark's AI digital care platform enables virtual management of diabetes and heart disease
",Jun ’13,Silicon Valley,Consumer Electronics,51-200,Series C,"$71,700,000",lark.com
302,Startup,https://angel.co/company/myfitnesspal,MyFitnessPal,"
Nutrition and fitness tracking
",Apr ’12,San Francisco,Fitness,51-200,Acquired,"$18,000,000",myfitnesspal.com
303,Startup,https://angel.co/company/doctor-com,Doctor.com,"
The one stop shop for solutions and services for hospitals, clinics, and providers
",Jun ’12,Atlanta,,51-200,Series A,"$8,200,000",doctor.com
304,Startup,https://angel.co/company/electronic-health-network,Electronic Health Network,"
Share Medical Records Securely
",Apr ’13,Charleston,Business Services,1-10,Seed,"$1,900,000",enhsc.com
305,Startup,https://angel.co/company/livesafe,LiveSafe,"
",Sep ’13,-,Sports Stadiums,11-50,Series A,"$15,750,000",livesafemobile.com
306,Startup,https://angel.co/company/kannact,Kannact,"
Enterprise solution for home based patient monitoring and patient engagement
",Jun ’13,Portland,Mobile Health,1-10,,"$166,500,000",kannact.com
307,Startup,https://angel.co/company/madaket-health,Madaket Health,"
Connecting healthcare providers, insurance companies and intermediaries
",Dec ’14,Cambridge,B2B,11-50,Series B,"$10,000,000",madakethealth.com
308,Startup,https://angel.co/company/station-x,Station X,"
Decoding genomes for better healthcare
",Oct ’13,San Francisco,Diagnostics,11-50,Series A,"$15,875,000",stationxinc.com
309,Startup,https://angel.co/company/dmetrics,dMetrics,"
AI for everyone
",Sep ’16,New York City,Machine Learning,11-50,Seed,"$7,930,000",dmetrics.com
310,Startup,https://angel.co/company/infermedica,Infermedica,"
AI-driven digital health company specialized in tools for preliminary diagnosis and triage
",Sep ’13,Wrocław,Mobile Health,51-200,Seed,"$3,650,000",infermedica.com
311,Startup,https://angel.co/company/oscar-insurance,Oscar Health,"
Helping you save time and money, by providing high quality, affordable health plans
",Jun ’14,Tempe,Insurance,1001-5000,,"$1,267,500,000",hioscar.com
312,Startup,https://angel.co/company/resilient-network-systems,Resilient Network Systems,"
Delivering Connected Trust
",Jun ’14,San Francisco,Governments,11-50,-,"$14,900,000",resilient-networks.com
313,Startup,https://angel.co/company/connectrn,connectRN,"
Digital Nursing Marketplace
",Jun ’14,Baltimore,Hospitals,11-50,Series A,"$3,100,000",connectrn.com
314,Startup,https://angel.co/company/i-human-patients,i-Human Patients,"
",Mar ’16,Sunnyvale,Education Technology,11-50,Series A,"$2,000,000",i-human.com
315,Startup,https://angel.co/company/heal,Every.org,"
On-demand doctor house calls
",Oct ’14,-,Sharing Economy,51-200,Series B,"$48,200,000",heal.com
316,Startup,https://angel.co/company/aira,Aira,"
Visual Interpreter
",May ’15,San Diego,Assisitive Technology,11-50,Seed,"$4,080,000",aira.io
