startupName,homepage_url,category_list,total_funding,status,country_code,state_code,funding_rounds,first_funding_at,last_funding_at,homepage_url_code,time_delayFor_first_round,average_time_delay_rounds,average_raised_usd,average_time_delay_rounds_number,time_delayFor_first_round_number,statusCode,No_Of_Investors,MainCategory,USA_Region
Ontela,http://ontela.com,mobile,4500000,acquired,USA,WA,2,11/10/2006,12/16/2009,1,1132 days 00:00:00.000000000,1132 days 00:00:00.000000000,4500000,1132,1132,1,5,mobile,West
ONtheGO Platforms,http://www.otgplatforms.com,augmented reality|google glass|human computer interaction|internet of things|mobile|software|wearables,3090852,acquired,USA,OR,4,9/17/2013,11/16/2015,1,111 days 00:00:00.000000000,263 days 08:00:00.000000000,772713,263,111,1,16,medicalGear,West
OnTrak Software,http://www.ontraksoftware.com,software,502500,operating,USA,OH,2,12/23/2008,11/9/2011,1,1051 days 00:00:00.000000000,1051 days 00:00:00.000000000,251250,1051,1051,0,1,software,Midwest
ooma,http://www.ooma.com,hardware + software|mobile|peer-to-peer|social media|voip,98432819,operating,USA,CA,9,1/1/2005,5/8/2015,1,699 days 00:00:00.000000000,472 days 09:00:00.000000000,10936979.89,472,699,1,9,mobile,West
Oomba,http://www.oomba.com,big data|development platforms|games|mobile|social games|sports|video game tournaments|video streaming,3615400,operating,USA,CA,5,10/15/2010,5/22/2014,1,430 days 00:00:00.000000000,328 days 18:00:00.000000000,1205133.333,328,430,1,3,games,West
Oomnitza,http://www.oomnitza.com,enterprise software|mobile|saas,2610598,operating,USA,CA,2,2/21/2012,3/25/2015,1,1128 days 00:00:00.000000000,1128 days 00:00:00.000000000,1305299,1128,1128,1,1,mobile,West
Oorja Fuel Cells,http://oorjafuelcells.com,clean technology,21470000,operating,USA,CA,5,5/25/2006,2/12/2014,1,293 days 00:00:00.000000000,705 days 00:00:00.000000000,5367500,705,293,1,8,technology,West
Opal Labs,http://www.workwithopal.com,enterprise software|software,10100000,operating,USA,OR,2,2/26/2014,10/3/2014,1,219 days 00:00:00.000000000,219 days 00:00:00.000000000,5050000,219,219,1,7,software,West
Opanga Networks,http://opanga.com,mobile,16671599,operating,USA,WA,8,5/10/2010,11/1/2015,1,115 days 00:00:00.000000000,285 days 20:34:17.142857144,2381657,285,115,1,3,mobile,West
Opargo,http://opargo.com,health and wellness,1612000,operating,USA,TX,2,12/11/2013,2/17/2015,1,433 days 00:00:00.000000000,433 days 00:00:00.000000000,806000,433,433,1,1,healthcare,South
Opbeat,http://www.opbeat.com,software,2800000,operating,USA,CA,3,5/1/2012,7/15/2013,1,245 days 00:00:00.000000000,220 days 00:00:00.000000000,1400000,220,245,1,6,software,West
OpDemand,http://www.opdemand.com,enterprise software,2650000,acquired,USA,CO,3,8/1/2011,4/13/2014,1,514 days 00:00:00.000000000,493 days 00:00:00.000000000,883333.3333,493,514,1,1,software,West
Open Box Technologies,http://sesamevault.com,analytics|data security|developer apis|mobile video|saas|software|storage|video,2450000,operating,USA,NY,2,11/30/2005,6/1/2006,1,183 days 00:00:00.000000000,183 days 00:00:00.000000000,1225000,183,183,1,1,mobile,Northeast
Open Garden,http://www.opengarden.com,mobile|peer-to-peer|wireless,12800000,operating,USA,CA,2,9/12/2012,12/18/2014,1,827 days 00:00:00.000000000,827 days 00:00:00.000000000,6400000,827,827,1,5,mobile,West
Open Kernel Labs,http://www.ok-labs.com,enterprises|software,14264323,acquired,USA,IL,6,9/13/2007,7/6/2012,1,490 days 00:00:00.000000000,351 days 14:24:00.000000000,2377387.167,351,490,1,3,software,Midwest
Open mHealth,http://openmhealth.org,health and wellness|health care information technology|mhealth|open source,2347000,operating,USA,CA,4,9/1/2011,7/11/2014,1,0 days 00:00:00.000000000,348 days 00:00:00.000000000,586750,348,0,1,1,healthcare,West
Open Mile,http://www.openmile.com,automotive|enterprise software|shipping|software|transportation,9000000,acquired,USA,MA,2,2/1/2011,3/1/2012,1,394 days 00:00:00.000000000,394 days 00:00:00.000000000,4500000,394,394,1,3,software,Northeast
opendorse,http://opendorse.com,brand marketing|marketplaces|software|sports,2050000,operating,USA,NE,2,6/30/2013,4/7/2015,1,646 days 00:00:00.000000000,646 days 00:00:00.000000000,1025000,646,646,1,1,software,Midwest
OpenExchange,http://www.openexc.com,enterprise software,10350001,operating,USA,MA,3,11/17/2011,9/18/2013,1,264 days 00:00:00.000000000,335 days 12:00:00.000000000,3450000.333,335,264,1,1,software,Northeast
OpenGov,http://opengov.com,analytics|data visualization|enterprise software|governments|saas,47000000,operating,USA,CA,4,6/11/2012,10/15/2015,1,387 days 00:00:00.000000000,407 days 00:00:00.000000000,11750000,407,387,1,19,software,West
OpenHomes,http://www.openhomesrealty.com,brokers|hardware|home & garden|mobile|real estate|software|tablets|technology,205000,operating,USA,WI,2,5/31/2013,12/20/2013,1,203 days 00:00:00.000000000,203 days 00:00:00.000000000,102500,203,203,1,5,mobile,Midwest
OpenLabel,https://theopenlabel.com,crowdsourcing|internet|mobile|mobile commerce|software,880000,operating,USA,CA,5,1/10/2012,12/15/2014,1,173 days 00:00:00.000000000,267 days 12:00:00.000000000,176000,267,173,1,10,mobile,West
OpenLogic,http://www.openlogic.com,enterprise software,10400000,operating,USA,CO,5,3/17/2005,8/16/2011,1,559 days 00:00:00.000000000,585 days 18:00:00.000000000,2600000,585,559,1,6,software,West
OpenPeak,http://www.openpeak.com,hardware + software,216973367,operating,USA,FL,7,11/14/2007,1/21/2015,1,936 days 00:00:00.000000000,437 days 12:00:00.000000000,36162227.83,437,936,1,5,software,South
OpenQ,http://www.OpenQ.com,cloud computing|life sciences|pharmaceuticals|saas|software,8000000,operating,USA,VA,3,9/12/2009,12/20/2013,1,670 days 00:00:00.000000000,780 days 00:00:00.000000000,4000000,780,670,1,3,pharma,South
OpenSesame,http://www.OpenSesame.com,e-commerce|edtech|education,10000000,operating,USA,OR,2,10/14/2011,1/14/2014,1,823 days 00:00:00.000000000,823 days 00:00:00.000000000,5000000,823,823,1,2,e-commerce,West
OpenSignal,http://opensignal.com,maps|mobile|wireless,5300000,operating,USA,CA,2,9/1/2012,8/5/2014,1,703 days 00:00:00.000000000,703 days 00:00:00.000000000,2650000,703,703,1,3,mobile,West
OpenSky,http://www.opensky.com/,e-commerce|social commerce,49350000,operating,USA,NY,5,5/1/2009,10/1/2011,1,360 days 00:00:00.000000000,220 days 18:00:00.000000000,9870000,220,360,0,5,e-commerce,Northeast
OpenSpan,http://www.openspan.com,analytics|software,31000000,operating,USA,GA,4,1/1/2005,2/1/2011,1,702 days 00:00:00.000000000,740 days 16:00:00.000000000,10333333.33,740,702,1,6,software,South
Opentopic Inc,http://www.opentopic.com,advertising|distribution|saas|sales and marketing|social media|software,1825000,operating,USA,NY,3,2/11/2014,6/30/2015,1,78 days 00:00:00.000000000,252 days 00:00:00.000000000,608333.3333,252,78,1,1,software,Northeast
OpenTrons,http://www.opentrons.com/,biotechnology,25000,operating,USA,NY,4,7/14/2014,10/20/2015,1,50 days 00:00:00.000000000,154 days 08:00:00.000000000,25000,154,50,1,2,biotech,Northeast
OpenX,http://www.openx.com,advertising exchanges|enterprise software,75511200,operating,USA,CA,6,6/13/2007,6/1/2015,1,202 days 00:00:00.000000000,582 days 00:00:00.000000000,15102240,582,202,1,15,software,West
Opera Solutions,http://www.operasolutions.com,analytics|enterprise software|predictive analytics,122199999,operating,USA,NJ,3,9/14/2011,10/23/2014,1,603 days 00:00:00.000000000,567 days 12:00:00.000000000,40733333,567,603,1,7,software,Northeast
Operative Media,http://www.operative.com,advertising|internet|media|software,25500000,operating,USA,NY,3,1/5/2005,3/5/2014,1,2241 days 00:00:00.000000000,1673 days 00:00:00.000000000,8500000,1673,2241,1,3,software,Northeast
Opexa Therapeutics,http://www.opexatherapeutics.com,biotechnology,5836000,ipo,USA,TX,3,4/25/2009,2/19/2013,1,1189 days 00:00:00.000000000,698 days 00:00:00.000000000,1945333.333,698,1189,1,1,biotech,South
OpGen,http://www.opgen.com,analytics|biotechnology,86526744,ipo,USA,MD,11,1/27/2005,7/14/2015,1,958 days 00:00:00.000000000,382 days 00:00:00.000000000,7866067.636,382,958,1,12,biotech,South
Ophthotech,http://www.ophthotech.com,biotechnology|health care,282700000,ipo,USA,NJ,5,8/13/2007,1/24/2014,1,855 days 00:00:00.000000000,589 days 00:00:00.000000000,56540000,589,855,1,4,healthcare,Northeast
OpiaTalk,http://www.opiatalk.com,advertising|e-commerce|social commerce,1500000,operating,USA,MD,6,3/1/2013,7/23/2015,1,501 days 00:00:00.000000000,174 days 19:12:00.000000000,250000,174,501,1,1,e-commerce,South
Thumb,http://www.thumb.it,advice|law enforcement|mobile|opinions|polling|surveys,7240578,closed,USA,NY,3,3/2/2011,6/5/2013,1,166 days 00:00:00.000000000,413 days 00:00:00.000000000,2413526,413,166,0,9,mobile,Northeast
OPKO Health,http://www.opko.com,biotechnology|health diagnostics,206000000,ipo,USA,FL,2,6/3/2009,2/15/2013,1,1353 days 00:00:00.000000000,1353 days 00:00:00.000000000,103000000,1353,1353,1,1,healthcare,South
Opower,http://www.opower.com,clean technology|energy efficiency|saas|smart grid|software,65700000,ipo,USA,VA,3,8/1/2007,11/29/2010,1,516 days 00:00:00.000000000,608 days 00:00:00.000000000,21900000,608,516,1,7,technology,South
Opternative,http://www.opternative.com,contact management|eyewear|health care,3000000,operating,USA,IL,3,2/25/2014,11/25/2014,1,261 days 00:00:00.000000000,136 days 12:00:00.000000000,1500000,136,261,1,12,healthcare,Midwest
Optherion,http://optherion.com,biotechnology,42000000,operating,USA,CT,2,10/9/2007,9/16/2009,1,708 days 00:00:00.000000000,708 days 00:00:00.000000000,21000000,708,708,0,7,biotech,Northeast
Opti-Logic,,distributors|lasers|manufacturing,3616966,operating,USA,TN,7,3/1/2012,9/1/2013,0,92 days 00:00:00.000000000,91 days 12:00:00.000000000,516709.4286,91,92,1,2,manufacturing,South
Optify,http://www.optify.net,b2b|internet marketing|lead generation|seo|software,10849999,closed,USA,WA,3,10/10/2008,7/16/2012,1,740 days 00:00:00.000000000,687 days 12:00:00.000000000,3616666.333,687,740,0,11,software,West
Optimal Blue,http://optimalblue.com,enterprise software,22400000,operating,USA,TX,3,1/10/2013,4/12/2013,1,41 days 00:00:00.000000000,46 days 00:00:00.000000000,22400000,46,41,0,1,software,South
Optimal Radiology,http://www.optimalradiology.com,health and wellness,34604568,operating,USA,TN,3,6/9/2009,1/20/2011,1,197 days 00:00:00.000000000,295 days 00:00:00.000000000,11534856,295,197,0,1,healthcare,South
OptiMedica,http://www.optimedica.com,biotechnology,81235886,acquired,USA,CA,4,5/26/2005,5/10/2013,1,1035 days 00:00:00.000000000,968 days 16:00:00.000000000,27078628.67,968,1035,1,4,biotech,West
Optimer Pharmaceuticals,http://www.optimerpharma.com,biotechnology,34200000,acquired,USA,CA,2,3/2/2005,12/14/2005,1,287 days 00:00:00.000000000,287 days 00:00:00.000000000,17100000,287,287,1,9,biotech,West
OptiMine Software,http://www.optimine.com,software,16294290,operating,USA,MN,4,1/5/2011,1/9/2015,1,292 days 00:00:00.000000000,488 days 08:00:00.000000000,4073572.5,488,292,1,7,software,Midwest
Optimizely,http://optimizely.com,ad targeting|internet marketing|personalization|software,146200000,operating,USA,CA,6,12/15/2009,10/13/2015,1,92 days 00:00:00.000000000,425 days 14:24:00.000000000,29240000,425,92,1,37,software,West
Optimus3,http://www.optimus3.com,e-commerce,1475000,closed,USA,NY,4,10/25/2009,10/10/2010,1,51 days 00:00:00.000000000,116 days 16:00:00.000000000,368750,116,51,0,1,e-commerce,Northeast
OptionEase,http://www.optionease.com,software,4000000,acquired,USA,CA,3,11/19/2007,4/13/2011,1,660 days 00:00:00.000000000,620 days 12:00:00.000000000,2000000,620,660,1,4,software,West
Options Away,http://www.optionsaway.com,e-commerce|travel,5560000,operating,USA,IL,6,9/1/2012,3/3/2015,1,185 days 00:00:00.000000000,182 days 14:24:00.000000000,926666.6667,182,185,1,4,e-commerce,Midwest
OptiScan Biomedical,http://www.optiscancorp.com,biotechnology,100756757,operating,USA,CA,4,10/10/2005,2/7/2013,1,1647 days 00:00:00.000000000,892 days 08:00:00.000000000,25189189.25,892,1647,1,11,biotech,West
OptMed,http://optmed.net,biotechnology,9188120,operating,USA,NY,8,9/1/2009,8/11/2015,1,605 days 00:00:00.000000000,310 days 00:00:00.000000000,1148515,310,605,1,1,biotech,Northeast
Optoro,http://www.optoro.com,enterprise software,122900000,operating,USA,MD,5,1/21/2011,7/28/2015,1,726 days 00:00:00.000000000,412 days 06:00:00.000000000,24580000,412,726,1,8,software,South
OpVista,http://www.opvista.com,cable|networking|software|telecommunications,43000000,closed,USA,CA,2,6/22/2006,5/7/2007,1,319 days 00:00:00.000000000,319 days 00:00:00.000000000,21500000,319,319,0,5,software,West
opvizor,http://www.opvizor.com,software,3839577,operating,USA,TX,2,1/1/2012,4/2/2014,1,822 days 00:00:00.000000000,822 days 00:00:00.000000000,1919788.5,822,822,1,4,software,South
OPX Biotechnologies,http://www.opxbio.com,clean technology,57600000,operating,USA,CO,4,5/1/2007,7/7/2011,1,219 days 00:00:00.000000000,509 days 08:00:00.000000000,19200000,509,219,0,6,technology,West
Opzi,http://opzi.com,games,1015000,closed,USA,CA,2,1/1/2010,9/1/2010,1,243 days 00:00:00.000000000,243 days 00:00:00.000000000,507500,243,243,0,10,games,West
oragenics,http://www.oragenics.com,biotechnology,34473197,operating,USA,FL,6,1/13/2010,10/15/2013,1,210 days 00:00:00.000000000,274 days 04:48:00.000000000,5745532.833,274,210,1,1,biotech,South
OrangeSoda,http://www.orangesoda.com,advertising|internet|local|maps|mobile|search|semantic search|seo|social media,7500000,acquired,USA,UT,3,1/1/2006,3/8/2010,1,882 days 00:00:00.000000000,763 days 12:00:00.000000000,3750000,763,882,1,1,mobile,West
"Orasi Medical, Inc.",http://www.orasimedical.com,health care,5269376,closed,USA,MN,2,5/26/2009,11/16/2010,1,539 days 00:00:00.000000000,539 days 00:00:00.000000000,2634688,539,539,0,2,healthcare,Midwest
Oraya Therapeutics,http://www.orayainc.com,biotechnology,92347081,operating,USA,CA,6,6/18/2007,8/5/2014,1,207 days 00:00:00.000000000,521 days 00:00:00.000000000,15391180.17,521,207,1,4,biotech,West
Orb Health,http://orbhealth.com/,cloud data services|mhealth|personal data,680000,operating,USA,TX,2,8/28/2014,3/18/2015,1,202 days 00:00:00.000000000,202 days 00:00:00.000000000,340000,202,202,1,2,healthcare,South
Orbeus,http://orbeus.com/,apps|developer apis|enterprise software|face recognition|image recognition|video processing,1466387,operating,USA,CA,2,5/20/2014,9/1/2014,1,104 days 00:00:00.000000000,104 days 00:00:00.000000000,1466387,104,104,1,1,software,West
Orbis Biosciences,http://www.orbisbio.com,biotechnology|media,250000,operating,USA,KS,2,5/6/2009,9/14/2012,1,1227 days 00:00:00.000000000,1227 days 00:00:00.000000000,250000,1227,1227,0,1,biotech,Midwest
Orbis Education,http://www.orbiseducation.com,edtech|education|health care|professional services|services,37684819,operating,USA,IN,4,4/17/2009,9/5/2012,1,277 days 00:00:00.000000000,412 days 08:00:00.000000000,9421204.75,412,277,0,2,healthcare,Midwest
"Orbital Insight, Inc.",http://www.orbitalinsight.com/,analytics|financial services|software|startups,8700000,operating,USA,CA,2,2/21/2014,3/16/2015,1,388 days 00:00:00.000000000,388 days 00:00:00.000000000,8700000,388,388,1,5,software,West
Sphero,http://www.sphero.com/,android|consumer electronics|game|hardware + software|mobile games|toys,92232212,operating,USA,CO,9,10/21/2010,6/1/2015,1,168 days 00:00:00.000000000,210 days 12:00:00.000000000,10248023.56,210,168,1,10,games,West
Orchestrate,http://orchestrate.io,cloud computing|databases|developer apis|enterprises|enterprise software|software,4220000,acquired,USA,OR,3,5/21/2013,9/12/2014,1,63 days 00:00:00.000000000,239 days 12:00:00.000000000,1406666.667,239,63,1,5,software,West
Order Mapper,http://www.ordermapper.com,mobile|software,630000,operating,USA,NV,3,1/1/2009,1/25/2013,1,719 days 00:00:00.000000000,742 days 12:00:00.000000000,210000,742,719,0,3,mobile,West
OrderAhead,http://orderaheadapp.com,design|local|marketplaces|mobile|real time,10500000,operating,USA,CA,3,3/1/2011,12/5/2013,1,532 days 00:00:00.000000000,505 days 00:00:00.000000000,5250000,505,532,1,19,mobile,West
OrderGroove,http://www.ordergroove.com,b2b|e-commerce|enterprise software|subscription businesses|subscription service,10000000,operating,USA,NY,2,11/6/2012,1/1/2013,1,56 days 00:00:00.000000000,56 days 00:00:00.000000000,5000000,56,56,0,10,e-commerce,Northeast
OrderMotion,http://www.ordermotion.com,software,12400000,acquired,USA,MA,3,9/6/2006,7/21/2008,1,302 days 00:00:00.000000000,342 days 00:00:00.000000000,4133333.333,342,302,1,3,software,Northeast
OrderUp,http://www.orderup.com,delivery|e-commerce|restaurants|technology,10025000,acquired,USA,MD,3,4/28/2011,8/20/2014,1,286 days 00:00:00.000000000,605 days 00:00:00.000000000,3341666.667,605,286,1,6,e-commerce,South
OrderWithMe,http://www.with.me/,finance technology|software,37000000,operating,USA,NV,7,12/8/2011,10/27/2015,1,524 days 00:00:00.000000000,236 days 12:00:00.000000000,12333333.33,236,524,1,11,software,West
Ordoro,http://www.ordoro.com,delivery|e-commerce|shipping|software,4750000,operating,USA,TX,4,8/18/2010,9/23/2015,1,723 days 00:00:00.000000000,620 days 16:00:00.000000000,1583333.333,620,723,1,2,e-commerce,South
Ordrx,http://www.ordrx.com,e-commerce|finance|fintech,1398000,closed,USA,NY,5,7/7/2011,2/26/2014,1,103 days 00:00:00.000000000,241 days 06:00:00.000000000,279600,241,103,0,9,e-commerce,Northeast
Organic Avenue,http://www.organicavenue.com,health and wellness,9854461,operating,USA,NY,2,5/31/2012,1/13/2013,1,227 days 00:00:00.000000000,227 days 00:00:00.000000000,9854461,227,227,0,1,healthcare,Northeast
Organic Motion,http://organicmotion.com,life sciences|software,10384999,operating,USA,NY,3,10/22/2009,2/26/2013,1,117 days 00:00:00.000000000,611 days 12:00:00.000000000,3461666.333,611,117,0,1,pharma,Northeast
Organica Water,http://organicawater.com,clean technology,9100000,operating,USA,NJ,2,8/7/2013,7/21/2015,1,713 days 00:00:00.000000000,713 days 00:00:00.000000000,9100000,713,713,1,5,technology,Northeast
OrganizedWisdom,http://organizedwisdom.com,health and wellness|health care information technology|search,8045000,operating,USA,NY,4,6/1/2008,6/30/2015,1,465 days 00:00:00.000000000,861 days 16:00:00.000000000,2011250,861,465,1,7,healthcare,Northeast
Organovo Holdings,http://organovo.com,biotechnology,66352435,ipo,USA,CA,4,11/2/2011,6/19/2015,1,138 days 00:00:00.000000000,441 days 16:00:00.000000000,16588108.75,441,138,1,2,biotech,West
Orgenesis,http://orgenesis.com,biotechnology,3315000,operating,USA,NY,2,5/14/2013,11/26/2014,1,561 days 00:00:00.000000000,561 days 00:00:00.000000000,1657500,561,561,1,1,biotech,Northeast
ORIC Pharmaceuticals,http://oricpharma.com/,pharmaceuticals,68000000,operating,USA,CA,2,11/1/2014,12/2/2015,1,396 days 00:00:00.000000000,396 days 00:00:00.000000000,34000000,396,396,1,6,pharma,West
Origami Labs,http://origami.com,mobile,5163408,acquired,USA,CA,2,10/1/2011,8/31/2012,1,335 days 00:00:00.000000000,335 days 00:00:00.000000000,2581704,335,335,1,19,mobile,West
Origen Therapeutics,http://www.origentherapeutics.com,biotechnology,5743342,closed,USA,CA,2,10/3/2007,8/12/2010,1,1044 days 00:00:00.000000000,1044 days 00:00:00.000000000,2871671,1044,1044,0,1,biotech,West
Origene Technologies,http://www.origene.com,biotechnology,69551983,operating,USA,MD,5,3/24/2010,6/9/2015,1,895 days 00:00:00.000000000,475 days 18:00:00.000000000,13910396.6,475,895,1,8,biotech,South
Origin Holdings,,health and wellness,137016455,operating,USA,IL,2,1/7/2010,3/15/2012,0,798 days 00:00:00.000000000,798 days 00:00:00.000000000,68508227.5,798,798,0,1,healthcare,Midwest
OriginOil,http://www.originoil.com,clean technology|manufacturing,558101,operating,USA,CA,2,1/6/2012,2/2/2012,1,27 days 00:00:00.000000000,27 days 00:00:00.000000000,279050.5,27,27,0,1,manufacturing,West
Orion Labs,http://www.orionlabs.co,hardware + software|messaging|mobile|wearables,6750000,operating,USA,CA,2,8/14/2013,8/20/2014,1,371 days 00:00:00.000000000,371 days 00:00:00.000000000,3375000,371,371,1,18,medicalGear,West
"Orphidia, Inc.",http://orphidia.com/,health care|health care information technology|healthcare services,50000,closed,USA,CA,2,3/1/2015,10/21/2015,1,234 days 00:00:00.000000000,234 days 00:00:00.000000000,50000,234,234,0,2,healthcare,West
OrthAlign,http://www.orth-align.com,health care,24170000,operating,USA,CA,3,3/15/2010,11/6/2014,1,247 days 00:00:00.000000000,848 days 12:00:00.000000000,8056666.667,848,247,1,4,healthcare,West
Orthera,http://www.orthera.com,active lifestyle|fitness|medical,1555000,operating,USA,CA,2,10/31/2007,11/18/2008,1,384 days 00:00:00.000000000,384 days 00:00:00.000000000,777500,384,384,0,1,pharma,West
Ortho Kinematics,http://orthokinematics.com,biotechnology|health diagnostics,27418909,operating,USA,TX,8,4/24/2009,4/14/2015,1,201 days 00:00:00.000000000,311 days 13:42:51.428571428,3427363.625,311,201,1,6,healthcare,South
OrthoAccel Technologies,http://www.acceledent.com/home,manufacturing|medical,30756532,operating,USA,TX,12,6/15/2007,1/8/2015,1,53 days 00:00:00.000000000,251 days 06:32:43.636363636,3075653.2,251,53,1,4,pharma,South
Orthocare Innovations,http://www.orthocareinnovations.com,health and wellness,5999000,operating,USA,OK,2,1/27/2010,9/21/2010,1,237 days 00:00:00.000000000,237 days 00:00:00.000000000,2999500,237,237,0,1,healthcare,South
OrthoFi,https://www.orthofi.com/,software,3700000,operating,USA,CO,4,5/15/2013,5/15/2015,1,229 days 00:00:00.000000000,243 days 08:00:00.000000000,925000,243,229,1,1,software,West
OrthogenRx,http://orthogenrx.com,health care|life sciences,5575000,operating,USA,PA,2,10/1/2014,6/30/2015,1,272 days 00:00:00.000000000,272 days 00:00:00.000000000,2787500,272,272,1,1,pharma,Northeast
OrthoHelix Surgical Designs,http://www.orthohelix.com,hardware + software,30754692,acquired,USA,OH,5,1/4/2006,4/12/2010,1,0 days 00:00:00.000000000,389 days 18:00:00.000000000,6150938.4,389,0,1,2,software,Midwest
Orthopaedic Synergy,http://orthopaedicsynergy.com,biotechnology,46141000,operating,USA,MA,2,9/8/2010,4/30/2014,1,1330 days 00:00:00.000000000,1330 days 00:00:00.000000000,23070500,1330,1330,1,1,biotech,Northeast
OrthoPediactrics,http://www.orthopediatrics.com,biotechnology,12551875,operating,USA,IN,2,1/13/2008,6/18/2010,1,887 days 00:00:00.000000000,887 days 00:00:00.000000000,6275937.5,887,887,0,1,biotech,Midwest
OrthoScan,http://orthoscan.com,biotechnology|customer service|medical devices,8325000,acquired,USA,AZ,2,10/6/2008,3/9/2010,1,519 days 00:00:00.000000000,519 days 00:00:00.000000000,4162500,519,519,1,3,medicalGear,West
OrthoSensor,http://www.orthosensor.com,health care,90988600,operating,USA,FL,9,5/15/2008,3/23/2015,1,320 days 00:00:00.000000000,312 days 21:00:00.000000000,10109844.44,312,320,1,4,healthcare,South
Ortiva Wireless,http://www.ortivawireless.com,mobile,41346439,acquired,USA,CA,6,2/1/2005,10/4/2011,1,874 days 00:00:00.000000000,487 days 04:48:00.000000000,6891073.167,487,874,1,5,mobile,West
Oscar,http://hioscar.com,health and wellness|insurance,327500000,operating,USA,NY,5,7/19/2013,9/15/2015,1,172 days 00:00:00.000000000,197 days 00:00:00.000000000,65500000,197,172,1,18,healthcare,Northeast
Oscilla Power,http://oscillapower.com,clean technology,2129199,operating,USA,WA,2,1/23/2014,9/4/2015,1,589 days 00:00:00.000000000,589 days 00:00:00.000000000,1064599.5,589,589,1,1,technology,West
Osiris Therapeutics,http://osiris.com,biotechnology,65000000,ipo,USA,MD,2,6/9/2005,4/9/2014,1,3226 days 00:00:00.000000000,3226 days 00:00:00.000000000,32500000,3226,3226,1,1,biotech,South
OSIsoft,http://www.osisoft.com,enterprise software,139500000,operating,USA,CA,2,10/21/2009,1/5/2011,1,441 days 00:00:00.000000000,441 days 00:00:00.000000000,69750000,441,441,0,2,software,West
OSIX Corp.,http://tapcast.it,software,7000000,operating,USA,CA,2,7/27/2012,10/18/2014,1,813 days 00:00:00.000000000,813 days 00:00:00.000000000,3500000,813,813,1,1,software,West
Osmetech,,diagnostics|health care|medical,13555000,operating,USA,CA,2,12/18/2008,12/22/2009,0,369 days 00:00:00.000000000,369 days 00:00:00.000000000,6777500,369,369,0,1,pharma,West
Osmo,https://www.playosmo.com/,consumer electronics|entertainment|games|kids,14500000,operating,USA,CA,2,10/1/2013,10/16/2014,1,380 days 00:00:00.000000000,380 days 00:00:00.000000000,7250000,380,380,1,3,games,West
Osprey Data,http://www.ospreydata.com/,analytics|enterprise software|oil|oil & gas,4430802,operating,USA,CA,2,9/13/2013,11/14/2014,1,427 days 00:00:00.000000000,427 days 00:00:00.000000000,2215401,427,427,1,1,software,West
Osprey Medical,http://ospreymed.com,health care,30300000,operating,USA,MN,2,10/16/2013,3/23/2015,1,523 days 00:00:00.000000000,523 days 00:00:00.000000000,15150000,523,523,1,1,healthcare,Midwest
Osprey Pharmaceuticals USA,http://www.ospreypharma.com,biotechnology|medical,25892744,operating,USA,CA,4,1/30/2007,5/18/2009,1,582 days 00:00:00.000000000,279 days 16:00:00.000000000,8630914.667,279,582,0,9,pharma,West
Ossia,http://OssiaInc.com,mobile,13675000,operating,USA,WA,4,10/1/2008,1/27/2015,1,853 days 00:00:00.000000000,769 days 16:00:00.000000000,3418750,769,853,1,3,mobile,West
Ostendo Technologies,http://ostendo.com/,hardware + software,60088155,operating,USA,CA,5,1/3/2014,4/10/2015,1,157 days 00:00:00.000000000,115 days 12:00:00.000000000,12017631,115,157,1,1,software,West
Ostial Solutions,,biotechnology,2030090,operating,USA,MI,2,9/8/2010,5/17/2011,0,251 days 00:00:00.000000000,251 days 00:00:00.000000000,1015045,251,251,0,1,biotech,Midwest
Other Machine,http://othermachine.co/,consumer electronics|hardware + software|manufacturing|software,7154915,operating,USA,CA,4,10/20/2013,5/12/2015,1,3 days 00:00:00.000000000,189 days 16:00:00.000000000,1788728.75,189,3,1,1,manufacturing,West
OThot,http://www.othot.com/,software,700000,operating,USA,PA,2,3/27/2015,12/1/2015,1,249 days 00:00:00.000000000,249 days 00:00:00.000000000,350000,249,249,1,1,software,Northeast
Otonomy,http://www.otonomy.com,biotechnology,143400000,ipo,USA,CA,4,6/11/2010,4/30/2014,1,80 days 00:00:00.000000000,473 days 00:00:00.000000000,35850000,473,80,1,13,biotech,West
OtoSense,http://www.otosense.com/,artificial intelligence|m2m|machine learning|security|software,2000000,operating,USA,MA,4,4/1/2014,7/8/2015,1,304 days 00:00:00.000000000,154 days 08:00:00.000000000,16072894.8,154,304,1,4,software,Northeast
Ottemo,http://ottemo.io,e-commerce|software,1050000,operating,USA,WA,2,6/1/2014,5/20/2015,1,353 days 00:00:00.000000000,353 days 00:00:00.000000000,525000,353,353,1,1,e-commerce,West
Otterology,http://otterology.com,mobile|software,850000,acquired,USA,MN,4,2/12/2013,8/2/2013,1,102 days 00:00:00.000000000,57 days 00:00:00.000000000,212500,57,102,1,1,mobile,Midwest
Ouroboros,http://ouroborosinc.net,biotechnology,1836667,operating,USA,CA,2,7/18/2007,3/24/2009,1,615 days 00:00:00.000000000,615 days 00:00:00.000000000,918333.5,615,615,0,1,biotech,West
Outbound.io,https://outbound.io,software,2070000,operating,USA,CA,4,12/1/2013,8/10/2015,1,304 days 00:00:00.000000000,205 days 16:00:00.000000000,517500,205,304,1,9,software,West
