joined,kind,link,location,market,name,,raised,size,stage,website,years,annual_raised,raised_2mil,raised_12mil,size_numeric
6/1/2015,Startup,https://angel.co/company/xtras-1,Tel Aviv-Yafo,Hospitality,Xtras,,111000,10-Jan,Seed,xtras.co.il,4.542465753,24436.06755,0,0,5
11/1/2012,Startup,https://angel.co/company/yekra,Los Angeles,Film,YEKRA,,3000000,Nov-50,Series A,yekra.com,7.123287671,421153.8462,1,0,25
2/1/2016,Startup,https://angel.co/company/yfret,Wilmington,Personalization,YFret,,343000,10-Jan,Seed,yfret.com,3.871232877,88602.26469,0,0,5
5/1/2012,Startup,https://angel.co/company/yachtico,Berlin,Online Reservations,Yachtico,,1000000,Nov-50,Seed,yachtico.com,7.62739726,131106.3218,0,0,25
3/1/2013,Startup,https://angel.co/company/yanado,Novi Sad,Productivity Software,Yanado,,270000,10-Jan,Seed,yanado.com,6.794520548,39737.90323,0,0,5
9/1/2016,Startup,https://angel.co/company/yanye,Shanghai,Language Learning,Yanye,,600000,10-Jan,Seed,helloseed.io,3.287671233,182500,0,0,5
10/1/2015,Startup,https://angel.co/company/yero,Vancouver,Location Based Services,Yero,,225000,10-Jan,Seed,yero.co,4.208219178,53466.79688,0,0,5
9/1/2012,Startup,https://angel.co/company/yevvo,San Francisco,Social Media Platforms,Yevvo,,4200000,Nov-50,Series A,yevvo.com,7.290410959,576099.2108,1,0,25
7/1/2013,Startup,https://angel.co/company/yhat,New York City,Predictive Analytics,Yhat,,2620000,10-Jan,Seed,yhat.com,6.460273973,405555.5556,1,0,5
2/1/2014,Startup,https://angel.co/company/yieldify,London,E-Commerce Platforms,Yieldify,,11500000,51-200,Series A,yieldify.com,5.871232877,1958702.753,1,0,125
9/1/2014,Startup,https://angel.co/company/yieldr,Amsterdam,Big Data,Yieldr,,5900000,Nov-50,Series A,yieldr.com,5.290410959,1115225.272,1,0,25
10/1/2013,Startup,https://angel.co/company/yilaime,Las Vegas,Hospitals,Yilaime,,750000,10-Jan,Seed,usaexportstochina.com,6.208219178,120807.5905,0,0,5
3/1/2013,Startup,https://angel.co/company/yiptv,West Palm Beach,Social Media Platforms,YipTV,,3950000,Nov-50,Seed,yiptv.com,6.794520548,581350.8065,1,0,25
11/1/2013,Startup,https://angel.co/company/yippie,Amsterdam,Online Shopping,Yippie!,,168000,10-Jan,Seed,yippie.nl,6.123287671,27436.24161,0,0,5
6/1/2014,Startup,https://angel.co/company/yo-2,San Francisco,Messaging,Yo,,2700000,Nov-50,Seed,justyo.co,5.542465753,487147.8003,1,0,25
3/1/2014,Startup,https://angel.co/company/yomp-1,London,Corporate Wellness,Yomp,,655000,10-Jan,Seed,yomp.co,5.794520548,113037.8251,0,0,5
1/1/2013,Startup,https://angel.co/company/youcommentate,Singapore,Gamification,YouCommentate,,200000,10-Jan,Seed,youcommentate.com,6.956164384,28751.47696,0,0,5
11/1/2011,Startup,https://angel.co/company/youbetme,South San Francisco,Gambling,Youbetme,,5425000,10-Jan,Series A,youbetme.com,8.126027397,667607.8894,1,0,5
9/1/2013,Startup,https://angel.co/company/your-adoption-finance-coach,Kansas City,Families,Your Adoption Finance Coach,,40000,10-Jan,Seed,youradoptionfinancecoach.com,6.290410959,6358.885017,0,0,5
9/1/2013,Startup,https://angel.co/company/your-office-agent-1,Los Angeles,Commercial Real Estate,Your Office Agent,,200000,10-Jan,Seed,yourofficeagent.com,6.290410959,31794.42509,0,0,5
2/1/2014,Startup,https://angel.co/company/yovigo-1,Santa Barbara,Mobile Commerce,Yovigo,,45000,10-Jan,Seed,app.paywhirl.com,5.871232877,7664.489034,0,0,5
1/1/2014,Startup,https://angel.co/company/yssete-1,New York City,Social Search,Yssete,,13000,10-Jan,Seed,yssete.com,5.956164384,2182.612695,0,0,5
2/1/2016,Startup,https://angel.co/company/yu-track,Santiago,Sales Automation,Yu-Track,,250000,Nov-50,Seed,yu-track.com,3.871232877,64578.91012,0,0,25
9/1/2015,Startup,https://angel.co/company/yupmathhelp,San Francisco,Education Technology,Yup.com,,7500000,Nov-50,Seed,yup.com,4.290410959,1748084.291,1,0,25
4/1/2013,Startup,https://angel.co/company/zeef-com,Amsterdam,Lead Generation,ZEEF.com,,2330000,Nov-50,Series A,zeef.com,6.709589041,347264.1895,1,0,25
12/1/2012,Startup,https://angel.co/company/zocko-com,Special Capital Region of Jakarta,Emerging,ZOCKO.COM,,200000,10-Jan,Seed,zocko.com,7.04109589,28404.66926,0,0,5
3/1/2015,Startup,https://angel.co/company/zangoapp,Toronto,Mobile Advertising,Zango,,50000,10-Jan,Seed,zango.io,4.794520548,10428.57143,0,0,5
7/1/2013,Startup,https://angel.co/company/zapprx,Boston,Mobile Payments,ZappRx,,7600000,Nov-50,Series A,ZappRx.com,6.460273973,1176420.696,1,0,25
12/1/2014,Startup,https://angel.co/company/zappka,Gurgaon,Mobile Advertising,Zappka,,100000,10-Jan,Seed,zappka.com,5.04109589,19836.95652,0,0,5
12/1/2015,Startup,https://angel.co/company/zapplon,Gurgaon,Mobile Commerce,Zapplon,,65000,10-Jan,Seed,zapplon.com,4.04109589,16084.74576,0,0,5
6/1/2014,Startup,https://angel.co/company/zarfo,Melbourne,Social Media Platforms,Zarfo,,425000,10-Jan,Seed,zarfo.com,5.542465753,76680.67227,0,0,5
10/1/2013,Startup,https://angel.co/company/zase,São Paulo,Loyalty Programs,Zase,,55000,10-Jan,Seed,zase.com.br,6.208219178,8859.223301,0,0,5
7/1/2013,Startup,https://angel.co/company/zawatt,Tokyo,Mobile Commerce,Zawatt,,550000,10-Jan,Series A,zawatt.com,6.460273973,85135.70823,0,0,5
4/1/2012,Startup,https://angel.co/company/zaya-learning-labs,Mumbai,K-12 Education,Zaya Learning Labs,,600000,Nov-50,Seed,zaya.in,7.709589041,77825.15991,0,0,25
6/1/2013,Startup,https://angel.co/company/zeal,San Francisco,Education,Zeal,,5600000,10-Jan,Seed,zeal.com,6.542465753,855946.3987,1,0,5
7/1/2013,Startup,https://angel.co/company/zealify,London,Social Recruiting,Zealify,,64190,10-Jan,Seed,zealify.com,6.460273973,9936.111111,0,0,5
10/1/2013,Startup,https://angel.co/company/zeerabbit-inc,Wilmington,Mobile Advertising,ZeeRabbit Inc.,,750000,Nov-50,Seed,zeerabbit.com,6.208219178,120807.5905,0,0,25
9/1/2011,Startup,https://angel.co/company/zeel,New York City,Mobile Health,Zeel,,13200000,51-200,Series A,zeel.com,8.293150685,1591674.926,1,1,125
7/1/2016,Startup,https://angel.co/company/zeenone,San Francisco,Content Discovery,Zeen,,500000,10-Jan,Seed,zeen.one,3.457534247,144611.7274,0,0,5
2/1/2016,Startup,https://angel.co/company/zeguro,San Francisco,Insurance,Zeguro,,5000000,Nov-50,Seed,zeguro.com,3.871232877,1291578.202,1,0,25
2/1/2017,Startup,https://angel.co/company/zeitgold,Tel Aviv,Small and Medium Businesses,Zeitgold,,27470000,51-200,Series A,zeitgold.com,2.868493151,9576456.543,1,1,125
1/1/2017,Startup,https://angel.co/company/zen-educate,London,Online,Zen Educate,,10850000,Nov-50,Series A,zeneducate.com,2.953424658,3673701.299,1,0,25
1/1/2014,Startup,https://angel.co/company/zenday,Silicon Valley,Task Management,ZenDay,,260000,10-Jan,Seed,zenday-app.com,5.956164384,43652.25391,0,0,5
10/1/2013,Startup,https://angel.co/company/zendyhealth,Los Angeles,Finance Technology,ZendyHealth,,1000000,10-Jan,Seed,zendyhealth.com,6.208219178,161076.7873,0,0,5
9/1/2015,Startup,https://angel.co/company/zenergyst,Atlanta,Real Estate Technology,Zenergyst,,550000,10-Jan,Seed,fundable.com,4.290410959,128192.848,0,0,5
3/1/2016,Startup,https://angel.co/company/zenklub,Lisbon,Health and Wellness,Zenklub,,500000,Nov-50,Seed,zenklub.com.br,3.791780822,131864.1618,0,0,25
1/1/2016,Startup,https://angel.co/company/zenvoy,Los Angeles,Professional Networking,Zenvoy,,250000,10-Jan,Seed,zenvoy.com,3.956164384,63192.52078,0,0,5
3/1/2016,Startup,https://angel.co/company/zenysis,San Francisco,International Development,Zenysis,,8003365,Nov-50,Series A,zenysis.com,3.791780822,2110714.035,1,0,25
6/1/2016,Startup,https://angel.co/company/zero-8,San Francisco,Credit Cards,Zero,,31000000,Nov-50,Series A,zero.app,3.539726027,8757739.938,1,1,25
1/1/2013,Startup,https://angel.co/company/zervant,Espoo,Small and Medium Businesses,Zervant,,7375000,Nov-50,Series A,zervant.com,6.956164384,1060210.713,1,0,25
11/1/2013,Startup,https://angel.co/company/zighra,Ottawa,Mobile Payments,Zighra,,1600000,Nov-50,Seed,zighra.com,6.123287671,261297.5391,0,0,25
4/1/2013,Startup,https://angel.co/company/zilyo,Montreal,Vacation Rentals,Zilyo,,200000,10-Jan,Seed,zilyo.com,6.709589041,29808.08493,0,0,5
1/1/2014,Startup,https://angel.co/company/zingohub,Singapore,Crowdsourcing,ZingoHub,,635000,Nov-50,Seed,zingohub.com,5.956164384,106612.2355,0,0,25
1/1/2014,Startup,https://angel.co/company/zipmatch,Manila,Real Estate,ZipMatch,,3050000,Nov-50,Series A,ZipMatch.com,5.956164384,512074.517,1,0,25
11/1/2011,Startup,https://angel.co/company/zipzap,Vancouver,P2P Money Transfer,ZipZap,,2700000,Nov-50,Seed,zipzap.me,8.126027397,332265.6777,1,0,25
10/1/2015,Startup,https://angel.co/company/zipdrug,New York City,Big Data Analytics,Zipdrug,,2600000,Nov-50,Seed,zipdrug.com,4.208219178,617838.5417,1,0,25
1/1/2015,Startup,https://angel.co/company/retailzipline,San Francisco,Retail Technology,Zipline,,9600000,Nov-50,Series A,retailzipline.com,4.956164384,1936981.758,1,0,25
12/1/2011,Startup,https://angel.co/company/ziptask,Los Angeles,Business Services,Ziptask,,118000,10-Jan,Seed,ziptask.com,8.043835616,14669.61853,0,0,5
10/1/2015,Startup,https://angel.co/company/zodiacmetrics,Philadelphia,Mobile Games,Zodiac,,3000000,,Seed,zodiacmetrics.com,4.208219178,712890.625,1,0,
4/1/2012,Startup,https://angel.co/company/zoemob,San Francisco,Location Based Services,ZoeMob,,800000,10-Jan,Seed,zoemob.com,7.709589041,103766.8799,0,0,5
11/1/2013,Startup,https://angel.co/company/zola-books-2,New York City,E-Books,Zola Books,,9500000,10-Jan,Series A,zolabooks.com,6.123287671,1551454.139,1,0,5
3/1/2016,Startup,https://angel.co/company/zoomthru,San Mateo,Internet of Things,ZoomThru,,50000,10-Jan,Seed,zoomthru.co,3.791780822,13186.41618,0,0,5
5/1/2014,Startup,https://angel.co/company/zoomforth,Remote,Talent,Zoomforth,,1425000,Nov-50,Seed,zoomforth.com,5.62739726,253225.4138,0,0,25
8/1/2012,Startup,https://angel.co/company/zupcat-1,Buenos Aires Province,Mobile Games,ZupCat,,700000,Nov-50,Seed,zupcat.com,7.375342466,94910.84695,0,0,25
4/1/2016,Startup,https://angel.co/company/zuuminc,Orange County,Logistics,Zuum transportation Inc,,7680000,Nov-50,Seed,zuumapp.com,3.706849315,2071840.355,1,0,25
3/1/2014,Startup,https://angel.co/company/zype,New York City,Video Streaming,Zype,,3600000,Nov-50,Seed,zype.com,5.794520548,621276.5957,1,0,25
11/1/2015,Startup,https://angel.co/company/zum,Redwood City,Mobile Commerce,Zūm Services,,71000000,51-200,Seed,ridezum.com,4.123287671,17219269.1,1,1,125
6/1/2014,Startup,https://angel.co/company/allgreenup,Chile,Gamification,allGreenup,,335000,10-Jan,Seed,allgreenup.com,5.542465753,60442.41226,0,0,5
2/1/2014,Startup,https://angel.co/company/amstatz,Chicago,Fitness,amSTATZ,,1450000,Nov-50,Seed,amstatz.com,5.871232877,246966.8689,0,0,25
7/1/2013,Startup,https://angel.co/company/angelmd,Seattle,Medical Devices,angelMD,,750000,Nov-50,Seed,angelmd.co,6.460273973,116094.1476,0,0,25
2/1/2014,Startup,https://angel.co/company/aquamobile,Madrid,Mobile Commerce,aquaMobile,,4270000,Nov-50,Series A,aquamobile.es,5.871232877,727274.8483,1,0,25
12/1/2012,Startup,https://angel.co/company/atcollab,New York City,B2B,atCollab,,40000,10-Jan,Seed,atcollab.com,7.04109589,5680.933852,0,0,5
9/1/2013,Startup,https://angel.co/company/attune,Mountain View,E-Commerce Platforms,attune,,2000000,10-Jan,Seed,attune.co,6.290410959,317944.2509,0,0,5
12/1/2013,Startup,https://angel.co/company/becosystems-inc-dba-bcommunities,Austin,B2B,"bEcosystems, Inc. dba bCommunities",,140000,10-Jan,Seed,bcommunities.com,6.04109589,23174.60317,0,0,5
11/1/2013,Startup,https://angel.co/company/bmobilized,New York City,Small and Medium Businesses,bMobilized,,1800000,Nov-50,Series A,bmobilized.com,6.123287671,293959.7315,0,0,25
11/1/2015,Startup,https://angel.co/company/bikesale-solutions,Munich,Bicycles,bikesale.de,,1206570,10-Jan,Seed,bikesale.de,4.123287671,292623.289,0,0,5
6/1/2013,Startup,https://angel.co/company/booodl,-,Mobile Commerce,booodl,,8100000,Nov-50,Seed,booodl.com,6.542465753,1238065.327,1,0,25
10/1/2013,Startup,https://angel.co/company/bsavi,London,Personal Finance,bsavi,,100000,10-Jan,Seed,bsavi.com,6.208219178,16107.67873,0,0,5
4/1/2013,Startup,https://angel.co/company/busuu,London,Private Social Networking,busuu,,4700000,51-200,Series A,busuu.com,6.709589041,700489.9959,1,0,125
7/1/2014,Startup,https://angel.co/company/buyoo,New York City,,buyoo,,6222000,Nov-50,Seed,wehelppeoplebuy.com,5.460273973,1139503.261,1,0,25
1/1/2013,Startup,https://angel.co/company/byus,San Francisco,Reviews and Recommendations,byUs,,1500000,10-Jan,Seed,byUs.com,6.956164384,215636.0772,0,0,5
5/1/2012,Startup,https://angel.co/company/c8apps,Melbourne,Virtual Goods,c8apps,,420000,10-Jan,Seed,c8apps.com,7.62739726,55064.65517,0,0,5
1/1/2012,Startup,https://angel.co/company/caremerge,Chicago,mHealth,caremerge,,6540000,Nov-50,Series A,caremerge.com,7.95890411,821721.1704,1,0,25
5/1/2013,Startup,https://angel.co/company/cielo24,Santa Barbara,Corporate Training,cielo24,,9215000,Nov-50,Series A,cielo24.com,6.62739726,1390440.265,1,0,25
12/1/2013,Startup,https://angel.co/company/cloudjutsu,Delaware,Cloud Management,cloudjutsu,,40800,10-Jan,Seed,cloudjutsu.com,6.04109589,6753.741497,0,0,5
5/1/2013,Startup,https://angel.co/company/courbanize,Boston,SaaS,coUrbanize,,3068800,Nov-50,Seed,courbanize.com,6.62739726,463047.5403,1,0,25
8/1/2013,Startup,https://angel.co/company/communityxp,Fairfield,Location Based Services,communityXp,,100000,10-Jan,Seed,communityxp.com,6.375342466,15685.43189,0,0,5
6/1/2014,Startup,https://angel.co/company/connectrn,Baltimore,Health Care Information Technology,connectRN,,3100000,Nov-50,Series A,connectrn.com,5.542465753,559317.8448,1,0,25
12/1/2012,Startup,https://angel.co/company/contradesk,San Francisco,Mobile Commerce,contradesk,,40000,10-Jan,Seed,contradesk.com,7.04109589,5680.933852,0,0,5
7/1/2014,Startup,https://angel.co/company/crosscloud,Graz,Data Security,crosscloud,,280000,10-Jan,Seed,crosscloud.me,5.460273973,51279.47817,0,0,5
9/1/2013,Startup,https://angel.co/company/ctrlio,London,Personal Data,ctrlio,,1300000,Nov-50,Seed,ctrlio.com,6.290410959,206663.7631,0,0,25
9/1/2016,Startup,https://angel.co/company/dmetrics,New York City,Machine Learning,dMetrics,,7930000,Nov-50,Seed,dmetrics.com,3.287671233,2412041.667,1,0,25
8/1/2012,Startup,https://angel.co/company/decidequick,Bengaluru,Big Data Analytics,decidequick,,100000,10-Jan,Seed,decidequick.com,7.375342466,13558.69242,0,0,5
11/1/2015,Startup,https://angel.co/company/destimate,Munich,Social Media Platforms,destimate,,33000,10-Jan,Seed,destimate.com,4.123287671,8003.322259,0,0,5
9/1/2013,Startup,https://angel.co/company/doblet,San Francisco,Batteries,doblet,,1300000,10-Jan,Seed,doblet.com,6.290410959,206663.7631,0,0,5
10/1/2015,Startup,https://angel.co/company/e-skin-displays-1,Pleasanton,DOD/Military,e-skin Displays,,1450000,10-Jan,Seed,eskindisplays.com,4.208219178,344563.8021,0,0,5
12/1/2012,Startup,https://angel.co/company/ebooks-in-motion,Oceanside,Corporate Training,eBooks in Motion,,375000,Nov-50,Seed,ebooksinmotion.eu,7.04109589,53258.75486,0,0,25
7/1/2012,Startup,https://angel.co/company/edealya,Tel Aviv-Yafo,Mobile Advertising,eDealya,,950000,10-Jan,Seed,e-dealya.com,7.460273973,127341.1678,0,0,5
1/1/2014,Startup,https://angel.co/company/erelevance,Austin,Health Care Information Technology,eRelevance,,7200000,10-Jan,Seed,erelevencecorp.com,5.956164384,1208831.647,1,0,5
1/1/2011,Startup,https://angel.co/company/espark-learning,San Francisco,iPad,eSpark Learning,,11400000,51-200,Series A,eSparkLearning.com,8.95890411,1272477.064,1,0,125
7/1/2014,Startup,https://angel.co/company/espend,San Francisco,Financial Technology,eSpend,,100000,10-Jan,Seed,espend.com,5.460273973,18314.09935,0,0,5
4/1/2013,Startup,https://angel.co/company/esquare,Campbell,Mobile Commerce,eSquare,,85000,10-Jan,Seed,e2-auto.com,6.709589041,12668.4361,0,0,5
7/1/2013,Startup,https://angel.co/company/etax-credit-exchange,New Orleans,Financial Exchanges,eTax Credit Exchange,,350000,10-Jan,Seed,eTaxCreditExchange.com,6.460273973,54177.26887,0,0,5
12/1/2012,Startup,https://angel.co/company/etobb,Beirut,Mobile Health,eTobb,,326500,Nov-50,Seed,etobb.com,7.04109589,46370.62257,0,0,25
10/1/2014,Startup,https://angel.co/company/etreat-medical-diagnostics,Vancouver,Medical Devices,eTreat Medical Diagnostics,,1178128,Nov-50,Seed,etreatmd.com,5.208219178,226205.5339,0,0,25
4/1/2012,Startup,https://angel.co/company/eduvee,London,K-12 Education,eduvee,,70000,10-Jan,Seed,eduvee.com,7.709589041,9079.60199,0,0,5
11/1/2013,Startup,https://angel.co/company/eelusion,Berlin,Location Based Services,eelusion,,1700000,Nov-50,Seed,eelusion.com,6.123287671,277628.6353,0,0,25
3/1/2012,Startup,https://angel.co/company/emazeme,Chicago,Local Services,emazeMe,,250000,10-Jan,Seed,eMazeMe.com,7.794520548,32073.81371,0,0,5
3/1/2015,Startup,https://angel.co/company/eporta_,London,B2B,eporta.,,8000000,51-200,Seed,eporta.com,4.794520548,1668571.429,1,0,125
5/1/2013,Startup,https://angel.co/company/etrigg,Zurich,Location Based Services,etrigg.com,,10000,10-Jan,Seed,etrigg.com,6.62739726,1508.88797,0,0,5
4/1/2014,Startup,https://angel.co/company/eztaxi,Milan,Mobile Payments,ezTaxi,,235000,10-Jan,Seed,eztaxi.it,5.709589041,41158.82917,0,0,5
11/1/2013,Startup,https://angel.co/company/ezebee-com-3,Switzerland,Small and Medium Businesses,ezebee.com,,350000,Nov-50,Seed,ezebee.com,6.123287671,57158.83669,0,0,25
10/1/2012,Startup,https://angel.co/company/fans-love-you-fans-lu,Los Angeles,E-Commerce Platforms,fans love you - fans.lu,,20000,10-Jan,Seed,fans.lu,7.208219178,2774.610414,0,0,5
3/1/2013,Startup,https://angel.co/company/fantagg,Chicago,Social Games,fantagg,,500000,Nov-50,Seed,fantagg.com,6.794520548,73588.70968,0,0,25
6/1/2013,Startup,https://angel.co/company/fitmob,San Francisco,Fitness,fitmob,,21250000,Nov-50,Series A,fitmob.com,6.542465753,3248010.888,1,1,25
8/1/2015,Startup,https://angel.co/company/foosye,Las Vegas,Mobile Commerce,foosye®,,219750,10-Jan,Seed,foosye.com,4.375342466,50224.63995,0,0,5
11/1/2016,Startup,https://angel.co/company/frame-ai,New York City,Customer Support Tools,frame.ai,,3300000,10-Jan,Seed,frame.ai,3.120547945,1057506.585,1,0,5
11/1/2015,Startup,https://angel.co/company/gamejoule,Cincinnati,Sharing Economy,gamejoule,,30000,10-Jan,Seed,gamejoule.com,4.123287671,7275.747508,0,0,5
3/1/2013,Startup,https://angel.co/company/gift-rs,New York City,Mobile Payments,gift.rs,,450000,10-Jan,Seed,gift.rs,6.794520548,66229.83871,0,0,5
8/1/2013,Startup,https://angel.co/company/glocal-1,New York City,Google Glass,glocal,,1000000,10-Jan,Series A,glocal.com,6.375342466,156854.3189,0,0,5
2/1/2013,Startup,https://angel.co/company/gokomplain-1,Oxford,Customer Service,goKomplain,,8000000,10-Jan,Series A,gokomplain.com,6.871232877,1164274.322,1,0,5
9/1/2015,Startup,https://angel.co/company/gurucargo-com-1,Mexico City,Logistics Software,gurucargo.com,,850000,10-Jan,Series A,gurucargo.com,4.290410959,198116.2197,0,0,5
7/1/2012,Startup,https://angel.co/company/hearo-fm,Mountain View,Music,hearo.fm,,160500,Nov-50,Seed,hearo.fm,7.460273973,21513.9552,0,0,25
11/1/2014,Startup,https://angel.co/company/histarter,Shanghai,Recruiting,hiStarter,,400000,10-Jan,Seed,histarter.com,5.123287671,78074.86631,0,0,5
5/1/2013,Startup,https://angel.co/company/hollerlive,Amsterdam,,holler.live,,510600,Nov-50,Seed,business.holler.live,6.62739726,77043.81976,0,0,25
1/1/2013,Startup,https://angel.co/company/hoozin,-,Messaging,hoozin,,700000,10-Jan,Seed,hoozin.me,6.956164384,100630.1694,0,0,5
7/1/2017,Startup,https://angel.co/company/hoppstech,San Francisco,Mobile Advertising,hopps,,528178,10-Jan,Seed,hoppstech.com,2.457534247,214921.9287,0,0,5
3/1/2014,Startup,https://angel.co/company/hotdot-tv,Paris,E-Commerce,hotdot.tv,,600000,10-Jan,Seed,hotdot.tv,5.794520548,103546.0993,0,0,5
7/1/2012,Startup,https://angel.co/company/hull,Atlanta,Personalization,hull,,2200000,10-Jan,Seed,hull.io,7.460273973,294895.336,1,0,5
3/1/2016,Startup,https://angel.co/company/i-human-patients,Sunnyvale,Education Technology,i-Human Patients,,2000000,Nov-50,Series A,i-human.com,3.791780822,527456.6474,0,0,25
4/1/2014,Startup,https://angel.co/company/iam-bulbash-the-villager-mmo,London,Android,iAM Bulbash / The Villager MMO,,120000,10-Jan,Seed,iambulbash.com,5.709589041,21017.27447,0,0,5
9/1/2012,Startup,https://angel.co/company/icare-intelligence,Miami,Risk Management,iCare Intelligence,,100000,10-Jan,Seed,icareintelligence.com,7.290410959,13716.64788,0,0,5
9/1/2010,Startup,https://angel.co/company/icoolhunt,Province of Cagliari,Photo Sharing,iCoolhunt,,670000,10-Jan,Seed,icoolhunt.com,9.293150685,72096.10849,0,0,5
4/1/2016,Startup,https://angel.co/company/iexhale,Los Angeles,Personal Health,iExhale,,1860000,10-Jan,Seed,iexhale.com,3.706849315,501773.8359,0,0,5
