,kind,link,name,pitch,joined,location,market,size,stage,raised,website,years,annual_raised,raised_2mil,raised_12mil,size_numeric,followers,following,tweets
118,Startup,https://angel.co/company/volt-athletics,Volt Athletics,"
The first performance training AI for everyone
",2013-09-01,Seattle,Fitness,11-50,Seed,3791474,voltathletics.com,6.734246575342466,563013.8364524003,1,0,25.0,0,0,0
119,Startup,https://angel.co/company/bright-md,Bright.md,"
Automating $150 billion of care delivery
",2013-12-01,Portland,Mobile Health,11-50,Series B,11500000,bright.md,6.484931506849315,1773341.7828474862,1,0,25.0,0,0,0
120,Startup,https://angel.co/company/erelevance,eRelevance,"
Progressive Patient Engagement Service for Healthcare Providers
",2014-01-01,Austin,Health Care Information Technology,1-10,Seed,7200000,erelevencecorp.com,6.4,1125000.0,1,0,5.0,0,0,0
121,Startup,https://angel.co/company/doctible,Doctible,"
Helping private practices to grow and thrive by driving patient retention
",2014-01-01,San Diego,SaaS,51-200,Seed,4200000,doctible.com,6.4,656250.0,1,0,125.0,474,212,503
122,Startup,https://angel.co/company/8fit,8fit,"
Building healthy habits for life
",2014-02-01,Berlin,Fitness,51-200,Series A,9500000,8fit.com,6.315068493150685,1504338.3947939263,1,0,125.0,3989,557,3580
123,Startup,https://angel.co/company/docsapp,DocsApp,"
Making quality healthcare easily accessible to over a billion people! 
",2015-10-01,Bengaluru,Artificial Intelligence,201-500,Series A,8400000,docsapp.in,4.652054794520548,1805653.71024735,1,0,350.0,23,67,94
124,Startup,https://angel.co/company/chai,Chai,"
A biological testing lab on your desktop
",2014-12-01,Santa Clara,Medical Devices,11-50,Seed,5000000,chaibio.com,5.484931506849315,911588.4115884115,1,0,25.0,338,209,7743
125,Startup,https://angel.co/company/peerwell,PeerWell,"
Surgery Optimization Platform for Musculoskeletal Health
",2015-02-01,Austin,Medical Technologies,11-50,Series A,8600000,peerwell.co,5.315068493150685,1618041.2371134018,1,0,25.0,1087,600,1399
126,Startup,https://angel.co/company/aira,Aira,"
Visual Interpreter
",2015-05-01,San Diego,Assisitive Technology,11-50,Seed,4080000,aira.io,5.07123287671233,804538.0875202594,1,0,25.0,2367,777,2705
127,Startup,https://angel.co/company/titanfile,TitanFile,"
The easiest and most comprehensive way to correspond and share files in total security
",2011-05-01,Toronto,Insurance,1-10,Seed,1350000,titanfile.com,9.073972602739726,148777.1739130435,0,0,5.0,754,625,2171
128,Startup,https://angel.co/company/care-at-hand,Care at Hand,"
Predictive Analytics Powered by Non-medical Staff
",2011-11-01,San Francisco,Mobile Health,1-10,Acquired,1350000,careathand.com,8.56986301369863,157528.77237851665,0,0,5.0,0,0,0
129,Startup,https://angel.co/company/dorsata,Dorsata,"
Driving better clinical decisions that are informed by patient data and best practices
",2013-10-01,Washington DC,Health Care Information Technology,1-10,Seed,1745000,dorsata.com,6.652054794520548,262324.95881383854,0,0,5.0,7,0,8
130,Startup,https://angel.co/company/watsi,Watsi,"
Building technology to finance healthcare for everyone
",2013-07-01,Remote,Crowdfunding,11-50,Seed,1200000,watsi.org,6.904109589041097,173809.52380952382,0,0,25.0,7391,1091,5698
131,Startup,https://angel.co/company/digitalmr,DigitalMR,"
Next Generation Market Research
",2014-03-01,London,Fast-Moving Consumer Goods,11-50,Seed,1020000,digital-mr.com,6.238356164383561,163504.6113306983,0,0,25.0,4563,4298,6113
132,Startup,https://angel.co/company/nurep,Nurep,"
Telesurgery - Stanford StartX Med
",2013-03-01,Palo Alto,Medical Devices,1-10,Seed,1800000,nurep.com,7.238356164383561,248675.24602573807,0,0,5.0,7,1,0
133,Startup,https://angel.co/company/crowdmed,CrowdMed,"
CrowdMed empowers anyone to solve medical mysteries
",2012-10-01,San Francisco,Crowdsourcing,1-10,Seed,3145000,crowdmed.com,7.652054794520548,411000.7160759041,1,0,5.0,0,0,0
134,Startup,https://angel.co/company/movecoach,Runcoach,"
The real person app
",2012-12-01,Burlingame,Corporate Wellness,11-50,Seed,1000000,runcoach.com,7.484931506849315,133601.756954612,0,0,25.0,2,1,0
135,Startup,https://angel.co/company/benefitter,Benefitter,"
Fidelity for Healthcare
",2012-11-01,San Francisco,Insurance,11-50,Seed,2700000,benefitter.com,7.567123287671232,356806.66183924687,1,0,25.0,205,110,250
136,Startup,https://angel.co/company/sense-health,Sense Health,"
Smart communication designed for healthcare
",2012-12-01,New York City,Mobile Health,11-50,Seed,2000000,sensehealth.com,7.484931506849315,267203.513909224,0,0,25.0,0,0,0
137,Startup,https://angel.co/company/rise-2,Rise,"
Affordable & effective 1:1 nutrition coaching
",2013-10-01,San Francisco,,1-10,Acquired,2300000,rise.us,6.652054794520548,345757.82537067553,1,0,5.0,2290,289,2404
138,Startup,https://angel.co/company/telepharm,TelePharm,"
Telemedicine platform for pharmacies (and everyone)
",2013-10-01,Iowa City,Video Chat,11-50,-,2500000,telepharm.com,6.652054794520548,375823.7232289951,1,0,25.0,4,0,0
139,Startup,https://angel.co/company/goodmouth,GoodMouth,"
Oral Care. Delivered
",2014-06-01,New York City,Subscription Businesses,1-10,Seed,1005000,goodmouth.com,5.986301369863014,167883.29519450795,0,0,5.0,3,2,15
140,Startup,https://angel.co/company/amstatz,amSTATZ,"
Cloud-based software for personal trainers and studios
",2014-02-01,Chicago,Fitness,11-50,Seed,1450000,amstatz.com,6.315068493150685,229609.54446854664,0,0,25.0,833,360,2519
141,Startup,https://angel.co/company/iscribes,iScribes,"
Medical documentation for the modern physician
",2015-07-01,Durham,SaaS,51-200,Seed,1040000,iscribes.co,4.904109589041097,212067.03910614524,0,0,125.0,2,16,5
142,Startup,https://angel.co/company/nursegrid,NurseGrid,"
Scheduling and Staffing Technology Built for Nurses
",2014-09-01,Portland,Hospitals,11-50,Seed,3760000,nursegrid.com,5.734246575342466,655709.5078834209,1,0,25.0,4738,1740,9738
143,Startup,https://angel.co/company/i-human-patients,i-Human Patients,"
",2016-03-01,Sunnyvale,Education Technology,11-50,Series A,2000000,i-human.com,4.235616438356163,472186.2871927556,0,0,25.0,0,0,0
144,Startup,https://angel.co/company/yosi,Yosi,"
Digital patient engagement platform 
",2015-04-01,New York City,Mobile Health,1-10,Pre-Seed,1250000,yosicare.com,5.153424657534247,242557.1504518873,0,0,5.0,666,760,9368
145,Startup,https://angel.co/company/doctorbase-acquired-by-kareo,DoctorBase (acquired by Kareo),"
Patient Engagement Software
",2010-12-01,San Francisco,Heathcare,11-50,Seed,1000000,DoctorBase.com,9.487671232876714,105399.942246607,0,0,25.0,0,0,0
146,Startup,https://angel.co/company/datagenno,DataGenno,"
Portal for health care professionals and patients
",2011-03-01,Chicago,Pharmaceuticals,1-10,Seed,600000,datagenno.com,9.24109589041096,64927.364364067595,0,0,5.0,61,34,1
147,Startup,https://angel.co/company/sickweather,Sickweather,"
Waze for sickness
",2011-11-01,Baltimore,Mobile Health,1-10,Seed,870000,sickweather.com,8.56986301369863,101518.5421994885,0,0,5.0,3409,941,6094
148,Startup,https://angel.co/company/improve,Improve,"
Online Marketplace for Fitness & Tennis Training
",2011-11-01,Austin,Fitness,11-50,Seed,650000,fitnesstrainer.com,8.56986301369863,75847.18670076727,0,0,25.0,14,0,1
149,Startup,https://angel.co/company/umbie-dentalcare,Umbie DentalCare,"
We deliver office management, practice accountability,  and patient engagement solutions
",2011-11-01,East Hartford,Mobile Health,1-10,-,685000,umbiedentalcare.com,8.56986301369863,79931.26598465473,0,0,5.0,0,0,0
150,Startup,https://angel.co/company/clickcare,ClickCare,"
Simple, secure, spectacular hybrid store and forward telemedicine
",2012-03-01,Binghamton,mHealth,1-10,Seed,500000,clickcare.com,8.238356164383562,60691.719321582976,0,0,5.0,1277,2003,4538
151,Startup,https://angel.co/company/sweatguru,SweatGuru,"
Bringing people together around fitness 
",2012-10-01,San Francisco,Fitness,1-10,Seed,500000,sweatguru.com,7.652054794520548,65341.92624418189,0,0,5.0,0,0,0
152,Startup,https://angel.co/company/klinify,klinify,"
Digital Medical Assistant 
",2013-02-01,Singapore,Mobile Health,11-50,Acquired,605000,klinify.com,7.315068493150685,82705.99250936329,0,0,25.0,207,892,431
153,Startup,https://angel.co/company/meludia,Meludia,"
Musical Brain Training
",2013-08-01,Paris,Music Education,11-50,Seed,888350,meludia.com,6.8191780821917805,130272.29811169145,0,0,25.0,0,3,3
154,Startup,https://angel.co/company/you-app,Fifth Corner Inc.,"
Wellbeing and performance coaching for modern organizations
",2013-03-01,Helsinki,B2B,1-10,Seed,550000,fifthcornerinc.com,7.238356164383561,75984.10295230888,0,0,5.0,0,0,0
155,Startup,https://angel.co/company/image32,image32,"
A disruptive approach to medical image sharing
",2013-03-01,Menlo Park,Cloud Computing,1-10,Acquired,600000,image32.com,7.238356164383561,82891.74867524602,0,0,5.0,346,912,123
156,Startup,https://angel.co/company/seratis,Seratis,"
Team transparency platform enabling care coordination for healthcare providers
",2013-04-01,Boston,Communications Infrastructure,1-10,Acquired,890000,seratis.com,7.153424657534248,124415.93259287627,0,0,5.0,1,0,2
157,Startup,https://angel.co/company/protocolsioplatform,protocols.io,"
The #1 platform for designing and publishing science methods
",2013-04-01,Berkeley,Biotechnology,11-50,Seed,780000,protocols.io,7.153424657534248,109038.68249712752,0,0,25.0,0,0,0
158,Startup,https://angel.co/company/luminate-health,Luminate Health,"
Helping patients access and understand their lab results
",2015-02-01,San Mateo,Digital Health,1-10,Seed,1000000,luminatehealth.com,5.315068493150685,188144.32989690718,0,0,5.0,0,0,0
159,Startup,https://angel.co/company/biogeniq-1,BIOGENIQ,"
Provide personalized medicine ecosystem
",2013-09-01,Montreal,Nutrition,1-10,Seed,980000,BIOGENIQ.ca,6.734246575342466,145524.81692432868,0,0,5.0,375,394,507
160,Startup,https://angel.co/company/zendyhealth,ZendyHealth,"
Affordable health and dental care, made easy
",2013-10-01,Los Angeles,Finance Technology,1-10,Seed,1000000,zendyhealth.com,6.652054794520548,150329.48929159806,0,0,5.0,3926,2667,1837
161,Startup,https://angel.co/company/myhint,myHINT,"
A tool to increase insurance sales
",2013-11-01,New Brunswick,Health and Insurance,1-10,Seed,600000,myhint.co,6.567123287671232,91364.20525657073,0,0,5.0,1,1,30
162,Startup,https://angel.co/company/special-learning-inc,"Special Learning, Inc.","
We educate educators and parents on how to successfully teach kids with Autism
",2015-02-01,Chicago,K-12 Education,11-50,Seed,575000,special-learning.com,5.315068493150685,108182.98969072165,0,0,25.0,0,0,0
163,Startup,https://angel.co/company/mybesthelper,myBestHelper,"
Find great child, elder and home care - people helping people :)
",2012-10-01,North America,Families,1-10,Seed,375000,mybesthelper.com,7.652054794520548,49006.44468313642,0,0,5.0,1066,902,4678
164,Startup,https://angel.co/company/speechtrans-1,SpeechTrans,"
World's Most Advanced Language Translator
",2012-03-01,Lyndhurst,SaaS,11-50,Seed,320000,speechtrans.com,8.238356164383562,38842.7003658131,0,0,25.0,7053,4450,129294
165,Startup,https://angel.co/company/gipis,Gipis,"
Personal training plans for runners
",2012-04-01,-,Fitness,1-10,Seed,300000,gip.is,8.153424657534247,36794.354838709674,0,0,5.0,3,19,0
166,Startup,https://angel.co/company/evinance,Evinance,"
Personalized Decision Support for Doctors and Patients
",2012-08-01,Montreal,Personal Health,1-10,Acquired,392000,evinance.com,7.81917808219178,50133.146461107215,0,0,5.0,27,25,38
167,Startup,https://angel.co/company/vetcloud,VetCloud,"
Using data to transform animal healthcare
",2012-09-01,London,Cloud Management,1-10,Seed,400000,vetcloud.co,7.734246575342466,51718.03046404534,0,0,5.0,437,713,307
168,Startup,https://angel.co/company/medko,Medko,"
The World's Doctor-Patient Marketplace
",2012-10-01,San Francisco,Doctors,1-10,Seed,250000,medkohealth.com,7.652054794520548,32670.963122090943,0,0,5.0,14,0,15
169,Startup,https://angel.co/company/stillwater-supercomputing,Stillwater Supercomputing,"
Personalized medicine platform
",2012-11-01,San Jose,Bioinformatics,11-50,-,250000,stillwater-sc.com,7.567123287671232,33037.65387400435,0,0,25.0,0,0,0
170,Startup,https://angel.co/company/etobb,eTobb,"
Interactive health platform connecting patients & doctors
",2012-12-01,Beirut,Mobile Health,11-50,Seed,326500,etobb.com,7.484931506849315,43620.97364568082,0,0,25.0,1,1,0
171,Startup,https://angel.co/company/recovering-me,Recovering(me),"
Khan Academy meets addiction treatment
",2013-01-01,Lexington,Digital Media,1-10,Seed,180000,recoveringme.com,7.4,24324.324324324327,0,0,5.0,0,0,0
172,Startup,https://angel.co/company/birdhouse,Birdhouse Health,"
Technology, resources & support for the developmental disabilities community
",2014-01-01,Michigan,Mobile Health,1-10,Acquired,500000,birdhousehq.com,6.4,78125.0,0,0,5.0,0,0,0
173,Startup,https://angel.co/company/carevium-solutions-for-senior-living,Carevium - Solutions for Senior Living,"
Empowering senior facilities, care givers and families
",2013-09-01,Santa Clara,Elder Care,1-10,Seed,400000,carevium.com,6.734246575342466,59397.88445890968,0,0,5.0,0,0,0
174,Startup,https://angel.co/company/aries-tco-1,Aries TCO,"
WE HELP YOU GO FROM TECH IDEA TO TECH STARTUP
",2013-10-01,Palm Beach Gardens,Small and Medium Businesses,1-10,Series A,360000,ariestco.com,6.652054794520548,54118.61614497528,0,0,5.0,0,0,0
175,Startup,https://angel.co/company/tag-bio,Tag.bio,"
DIY data science in healthtech
",2014-09-01,San Francisco,Big Data Analytics,1-10,Seed,250000,tag.bio,5.734246575342466,43597.7066411849,0,0,5.0,0,0,0
176,Startup,https://angel.co/company/sportconnect,SportConnect,"
Engagement platform for sports influencers
",2015-08-01,Palo Alto,Mobile Commerce,1-10,Seed,300000,sportconnect.com,4.8191780821917805,62251.27913587267,0,0,5.0,259,81,421
177,Startup,https://angel.co/company/covalentcareers,CovalentCareers,"
Career development for healthcare professionals
",2015-03-01,San Diego,Human Resources,11-50,Seed,200000,covalentcareers.com,5.238356164383561,38179.91631799164,0,0,25.0,382,399,1529
178,Startup,https://angel.co/company/navialifecare,Navia Life Care,"
AI-enabled voice assistant for doctors
",2015-09-01,Delhi,Mobile Health,11-50,Seed,160000,navialifecare.com,4.734246575342466,33796.2962962963,0,0,25.0,0,0,0
179,Startup,https://angel.co/company/gomotive-1,GoMotive,"
Revolutionizing Rehab and Training
",2015-12-01,Seattle,Fitness,1-10,Seed,225000,gomotive.com,4.484931506849315,50167.99022602321,0,0,5.0,118,122,217
180,Startup,https://angel.co/company/acrinta,Acrinta,"
Employee Wellness: Making it easier to live better
",2012-04-01,Pittsburgh,Corporate Wellness,1-10,Seed,130000,acrinta.com,8.153424657534247,15944.220430107527,0,0,5.0,46,84,6
181,Startup,https://angel.co/company/infometers,Infometers,"
aggregates patient monitoring data, provides a standardized platform
",2012-04-01,Sunnyvale,Mobile Health,1-10,Acquired,50000,Infometers.com,8.153424657534247,6132.39247311828,0,0,5.0,0,0,0
182,Startup,https://angel.co/company/i-deed-it,I Deed It,"
creative platform for employee engagement
",2013-01-01,Sofia,Human Resources,1-10,Seed,95000,ideedit.com,7.4,12837.837837837837,0,0,5.0,0,0,0
183,Startup,https://angel.co/company/kay-technologies,KAY Technologies,"
Real-Time Human Physiology 
",2013-03-01,Palo Alto,Quantified Self,1-10,Seed,50000,kaytechnologies.co,7.238356164383561,6907.645722937169,0,0,5.0,0,0,0
184,Startup,https://angel.co/company/entrenaya,EntrenaYa,"
Access to any class at any gym, paying for visit, or a flexible monthly subscription
",2013-04-01,Buenos Aires Province,Fitness,1-10,Seed,50000,entrenaya.com,7.153424657534248,6989.659134431253,0,0,5.0,0,0,0
185,Startup,https://angel.co/company/clicky-2,Clickypass,"
Clickypass is a membership program for fitness classes and activities
",2014-02-01,Miami,Fitness,11-50,Seed,125000,clickpass.com,6.315068493150685,19793.926247288502,0,0,25.0,0,0,0
186,Startup,https://angel.co/company/lynxfit,LynxFit (Pivot),"
EXPERT & DATA DRIVEN FITNESS
",2013-10-01,Washington DC,Fitness,1-10,Seed,70000,lynxfit.com,6.652054794520548,10523.064250411862,0,0,5.0,0,0,0
187,Startup,https://angel.co/company/dravailable-1,DrAvailable,"
Rapid, Efficient access to Physicians 
",2013-11-01,New York City,Doctors,1-10,Seed,100000,dravailable.com,6.567123287671232,15227.367542761785,0,0,5.0,0,4,0
188,Startup,https://angel.co/company/medpac-technologies,MedPAC Technologies,"
Web/mobile applications for Long-term and Post Acute Care
",2014-09-01,New Albany,Hospitals,1-10,Seed,100000,medpactech.com,5.734246575342466,17439.082656473962,0,0,5.0,0,0,0
189,Startup,https://angel.co/company/nuvenote,Nuvenote,"
Intuitive appointment notes for doctors
",2014-02-01,Paris,Mobile Health,1-10,Seed,50000,nuvenote.com,6.315068493150685,7917.5704989154,0,0,5.0,149,470,986
190,Startup,https://angel.co/company/booking-social,Booking Social,"
Appointment Management Software for any Industry(Platform for appointments)
",2014-02-01,Chicago,Restaurants,1-10,Seed,50000,bookingsocial.com,6.315068493150685,7917.5704989154,0,0,5.0,0,0,0
191,Startup,https://angel.co/company/runform-com,RUNform.com,"
Automatic video analyses of people in motion using just your smartphone
",2014-04-01,Europe,Fitness,1-10,Seed,50000,runform.com,6.153424657534248,8125.556544968833,0,0,5.0,0,0,0
192,Startup,https://angel.co/company/personal-chef-approach,Personal Chef Approach,"
Eat Healthy, Wealthy, & Wise
",2014-02-01,Los Angeles,Lifestyle,1-10,Seed,80000,PersonalChefApproach.com,6.315068493150685,12668.112798264643,0,0,5.0,0,0,0
193,Startup,https://angel.co/company/kuveda,Kuveda,"
Big Data Analytics for Cancer Therapeutics
",2014-05-01,San Jose,Therapeutics,1-10,Seed,70000,kuveda.com,6.07123287671233,11529.783393501804,0,0,5.0,186,92,228
194,Startup,https://angel.co/company/doctordice-com,Docademic.com,"
Global collaborative communications system exclusively for Doctors
",2014-09-01,Mexico,Doctors,,Seed,150000,Docademic.com,5.734246575342466,26158.623984710943,0,0,,0,0,0
195,Startup,https://angel.co/company/sportly-2,SPORTLY,"
the business booster for fitness professionals
",2015-02-01,Klagenfurt,Fitness,1-10,Closed,127650,sportly.co,5.315068493150685,24016.62371134021,0,0,5.0,1377,275,82
196,Startup,https://angel.co/company/epifinder,EpiFinder,"
The Google of Modern Medicine
",2015-04-01,Scottsdale,SaaS,11-50,Seed,53000,epifinder.com,5.153424657534247,10284.42317916002,0,0,25.0,484,1048,767
197,Startup,https://angel.co/company/bairo,Bairo,"
Redefining healthcare by data
",2015-11-01,Tampa,SaaS,11-50,Seed,125000,bairocorp.com,4.567123287671233,27369.52609478104,0,0,25.0,5,5,19
198,Startup,https://angel.co/company/dna-guide,DNA Guide,"
Mapping the Genome
",2011-08-01,San Francisco,Bioinformatics,1-10,Seed,25000,dnaguide.com,8.821917808219178,2833.850931677019,0,0,5.0,0,0,0
199,Startup,https://angel.co/company/treatspace,Treatspace,"
Enterprise health networks for practices and hospitals
",2014-02-01,Pittsburgh,Mobile Health,1-10,Seed,25000,treatspace.com,6.315068493150685,3958.785249457701,0,0,5.0,560,433,500
200,Startup,https://angel.co/company/visiotech-solutions-1,VisioTech Solutions,"
Smartphone Healthcare
",2013-03-01,Bahawalpur,SaaS,1-10,Seed,10000,cloud.visiotechsolutions.com,7.238356164383561,1381.5291445874338,0,0,5.0,0,0,0
201,Startup,https://angel.co/company/hcprtc-telehealth-networks,HCPRTC - Telehealth Networks,"
THE FUTURE OF HEALTHCARE DELIVERY AND  WORKFORCE GROUP COLLABORATION
",2013-05-01,San Francisco,Real Time,1-10,Seed,35000,HCPRTC.COM,7.07123287671233,4949.631925610229,0,0,5.0,0,0,0
202,Startup,https://angel.co/company/rippedathlete,RippedAthlete,"
Custom Weekly Meal Plans and Shopping Lists
",2013-03-01,New York City,Fitness,1-10,Seed,10000,rippedathlete.com,7.238356164383561,1381.5291445874338,0,0,5.0,8,7,8
203,Startup,https://angel.co/company/preferral,Preferral,"
Streamlined, Appropriate Referral Scheduling
",2013-03-01,Nashville,SaaS,1-10,Seed,23000,WorkMeIn.com,7.238356164383561,3177.5170325510976,0,0,5.0,4,0,0
204,Startup,https://angel.co/company/collabobeat,Collabobeat,"
Slack for doctors and their patients, in Oncology
",2013-09-01,Fermo,Mobile Health,1-10,Seed,25000,collabobeat.com,6.734246575342466,3712.367778681855,0,0,5.0,278,102,1659
205,Startup,https://angel.co/company/simplifit,SimpliFit,"
Weight Loss for the 21st Century
",2013-11-01,San Francisco,Fitness,1-10,Seed,20000,getSimpliFit.com,6.567123287671232,3045.473508552357,0,0,5.0,20,27,28
206,Startup,https://angel.co/company/acorales,Acorales,"
Fitness and Health
",2014-01-01,Irvine,Fitness,1-10,Seed,10000,Wandri.com,6.4,1562.5,0,0,5.0,21,0,7
207,Startup,https://angel.co/company/trinnect,Trinnect,"
Enjoy good health in India
",2015-07-01,Espoo,Mobile Health,1-10,Seed,25000,trinnect.fi,4.904109589041097,5097.765363128491,0,0,5.0,3,0,5
208,Startup,https://angel.co/company/drchrono,DrChrono,"
On a mission to fix healthcare
",2011-02-01,Sunnyvale,Medical Devices,51-200,Series A,48725000,drchrono.com,9.317808219178081,5229234.0488091735,1,1,125.0,9659,10604,8087
209,Startup,https://angel.co/company/seamless-medical-systems,Seamless Medical Systems,"
iPad patient registration and health information platform for use in medical practices
",2011-08-01,Santa Fe,Healthcare,1-10,-,3000000,seamlessmedical.com,8.821917808219178,340062.11180124216,1,0,5.0,0,0,0
210,Startup,https://angel.co/company/fit3d,Fit3D,"
Using 3D scanners, resulting data, and predictive AI solutions to solve massive problems
",2013-02-01,San Mateo,Fitness,11-50,Seed,5390000,fit3d.com,7.315068493150685,736835.2059925094,1,0,25.0,1447,3944,1513
211,Startup,https://angel.co/company/wildflower-health,Wildflower Health,"
Mobile programs that make healthcare smarter
",2012-12-01,San Francisco,Mobile Health,11-50,Series B,5100000,wildflowerhealth.com,7.484931506849315,681368.9604685212,1,0,25.0,0,0,0
212,Startup,https://angel.co/company/medicast,Medicast,"
Care on-demand platform for hospitals and health systems (ACQUIRED)
",2013-02-01,Silicon Valley,Mobile Health,1-10,Acquired,1940000,medicast.com,7.315068493150685,265205.9925093633,0,0,5.0,1189,736,827
213,Startup,https://angel.co/company/opencare,Opencare.com,"
Find a top-rated dentist in minutes
",2013-04-01,San Francisco,Online Reservations,11-50,Seed,24550000,opencare.com,7.153424657534248,3431922.635005745,1,1,25.0,0,0,0
214,Startup,https://angel.co/company/acupera,Acupera,"
Population Health Platform
",2013-03-01,San Francisco,Health Care Information Technology,11-50,Series A,4000000,acupera.com,7.238356164383561,552611.6578349735,1,0,25.0,131,337,648
215,Startup,https://angel.co/company/act-md,Activate Care,"
It takes a community
",2014-08-01,Boston,Health Care Information Technology,11-50,Series A,8400000,activatecare.com,5.8191780821917805,1443502.8248587572,1,0,25.0,0,0,0
216,Startup,https://angel.co/company/wecounsel,WeCounsel,"
Telemedicine Software Service With An Emphasis In Mental Health
",2013-05-01,Chattanooga,Mental Health,1-10,Series A,4400000,wecounsel.com,7.07123287671233,622239.4420767145,1,0,5.0,1512,1616,2717
217,Startup,https://angel.co/company/rise-2,Rise,"
Affordable & effective 1:1 nutrition coaching
",2013-10-01,San Francisco,,1-10,Acquired,2300000,rise.us,6.652054794520548,345757.82537067553,1,0,5.0,2290,289,2404
218,Startup,https://angel.co/company/goodmouth,GoodMouth,"
Oral Care. Delivered
",2014-06-01,New York City,Subscription Businesses,1-10,Seed,1005000,goodmouth.com,5.986301369863014,167883.29519450795,0,0,5.0,3,2,15
219,Startup,https://angel.co/company/8fit,8fit,"
Building healthy habits for life
",2014-02-01,Berlin,Fitness,51-200,Series A,9500000,8fit.com,6.315068493150685,1504338.3947939263,1,0,125.0,3989,557,3580
220,Startup,https://angel.co/company/limelight-health,Limelight Health,"
Underwriting & Rating platform for the Employee Benefits Industry
",2014-03-01,Des Moines,Insurance,51-200,Series B,44210000,limelighthealth.com,6.238356164383561,7086802.810715854,1,1,125.0,0,0,0
221,Startup,https://angel.co/company/i-human-patients,i-Human Patients,"
",2016-03-01,Sunnyvale,Education Technology,11-50,Series A,2000000,i-human.com,4.235616438356163,472186.2871927556,0,0,25.0,0,0,0
222,Startup,https://angel.co/company/docsapp,DocsApp,"
Making quality healthcare easily accessible to over a billion people! 
",2015-10-01,Bengaluru,Artificial Intelligence,201-500,Series A,8400000,docsapp.in,4.652054794520548,1805653.71024735,1,0,350.0,23,67,94
223,Startup,https://angel.co/company/chai,Chai,"
A biological testing lab on your desktop
",2014-12-01,Santa Clara,Medical Devices,11-50,Seed,5000000,chaibio.com,5.484931506849315,911588.4115884115,1,0,25.0,338,209,7743
224,Startup,https://angel.co/company/careskore-1,CareSkore,"
Personalized Population Health Management
",2015-01-01,San Francisco,Predictive Analytics,11-50,Seed,4300000,careskore.com,5.4,796296.2962962963,1,0,25.0,353,906,1296
225,Startup,https://angel.co/company/aira,Aira,"
Visual Interpreter
",2015-05-01,San Diego,Assisitive Technology,11-50,Seed,4080000,aira.io,5.07123287671233,804538.0875202594,1,0,25.0,2367,777,2705
226,Startup,https://angel.co/company/doctorbase-acquired-by-kareo,DoctorBase (acquired by Kareo),"
Patient Engagement Software
",2010-12-01,San Francisco,Heathcare,11-50,Seed,1000000,DoctorBase.com,9.487671232876714,105399.942246607,0,0,25.0,0,0,0
227,Startup,https://angel.co/company/datagenno,DataGenno,"
Portal for health care professionals and patients
",2011-03-01,Chicago,Pharmaceuticals,1-10,Seed,600000,datagenno.com,9.24109589041096,64927.364364067595,0,0,5.0,61,34,1
228,Startup,https://angel.co/company/sickweather,Sickweather,"
Waze for sickness
",2011-11-01,Baltimore,Mobile Health,1-10,Seed,870000,sickweather.com,8.56986301369863,101518.5421994885,0,0,5.0,3409,941,6094
229,Startup,https://angel.co/company/speechtrans-1,SpeechTrans,"
World's Most Advanced Language Translator
",2012-03-01,Lyndhurst,SaaS,11-50,Seed,320000,speechtrans.com,8.238356164383562,38842.7003658131,0,0,25.0,7053,4450,129294
230,Startup,https://angel.co/company/evinance,Evinance,"
Personalized Decision Support for Doctors and Patients
",2012-08-01,Montreal,Personal Health,1-10,Acquired,392000,evinance.com,7.81917808219178,50133.146461107215,0,0,5.0,27,25,38
231,Startup,https://angel.co/company/vetcloud,VetCloud,"
Using data to transform animal healthcare
",2012-09-01,London,Cloud Management,1-10,Seed,400000,vetcloud.co,7.734246575342466,51718.03046404534,0,0,5.0,437,713,307
232,Startup,https://angel.co/company/nursebuddy,NurseBuddy,"
Coordinate healthcare at home
",2013-05-01,Tampere,Mobile Health,1-10,Seed,888000,nursebuddy.co,7.07123287671233,125579.23285548238,0,0,5.0,0,7,2
233,Startup,https://angel.co/company/medlio,Medlio,"
Medlio alleviates the pain of visiting the doctor
",2013-02-01,Durham,Mobile Payments,1-10,Seed,250000,medl.io,7.315068493150685,34176.02996254682,0,0,5.0,858,1067,4158
234,Startup,https://angel.co/company/meludia,Meludia,"
Musical Brain Training
",2013-08-01,Paris,Music Education,11-50,Seed,888350,meludia.com,6.8191780821917805,130272.29811169145,0,0,25.0,0,3,3
235,Startup,https://angel.co/company/you-app,Fifth Corner Inc.,"
Wellbeing and performance coaching for modern organizations
",2013-03-01,Helsinki,B2B,1-10,Seed,550000,fifthcornerinc.com,7.238356164383561,75984.10295230888,0,0,5.0,0,0,0
236,Startup,https://angel.co/company/image32,image32,"
A disruptive approach to medical image sharing
",2013-03-01,Menlo Park,Cloud Computing,1-10,Acquired,600000,image32.com,7.238356164383561,82891.74867524602,0,0,5.0,346,912,123
237,Startup,https://angel.co/company/luminate-health,Luminate Health,"
Helping patients access and understand their lab results
",2015-02-01,San Mateo,Digital Health,1-10,Seed,1000000,luminatehealth.com,5.315068493150685,188144.32989690718,0,0,5.0,0,0,0
